date,energy_charge
23-May-17,866.627987
24-May-17,861.645013
25-May-17,858.495703
26-May-17,866.501357
27-May-17,799.314436
28-May-17,703.11032
29-May-17,829.930014
30-May-17,841.216147
31-May-17,845.446749
1-Jun-17,844.188855
2-Jun-17,840.807956
3-Jun-17,769.595453
4-Jun-17,702.386105
5-Jun-17,857.175669
6-Jun-17,882.759596
7-Jun-17,894.554398
8-Jun-17,902.074423
9-Jun-17,887.878052
10-Jun-17,775.946855
11-Jun-17,677.982955
12-Jun-17,827.188164
13-Jun-17,863.727351
14-Jun-17,871.841092
15-Jun-17,767.715017
16-Jun-17,807.965649
17-Jun-17,751.845245
18-Jun-17,694.332494
19-Jun-17,829.967557
20-Jun-17,846.489601
21-Jun-17,833.8989
22-Jun-17,837.641128
23-Jun-17,831.399584
24-Jun-17,763.522102
25-Jun-17,681.424845
26-Jun-17,808.454051
27-Jun-17,825.866373
28-Jun-17,831.603722
29-Jun-17,837.34231
30-Jun-17,830.748154
1-Jul-17,758.392785
2-Jul-17,670.358107
3-Jul-17,782.855913
4-Jul-17,795.885952
5-Jul-17,807.363363
6-Jul-17,820.182729
7-Jul-17,824.595538
8-Jul-17,750.112468
9-Jul-17,661.764861
10-Jul-17,794.776152
11-Jul-17,821.515542
12-Jul-17,824.090683
13-Jul-17,829.003365
14-Jul-17,827.180438
15-Jul-17,753.88997
16-Jul-17,679.310735
17-Jul-17,807.202753
18-Jul-17,811.203866
19-Jul-17,804.488893
20-Jul-17,814.080667
21-Jul-17,815.003821
22-Jul-17,748.6838
23-Jul-17,672.642567
24-Jul-17,801.150029
25-Jul-17,831.377767
26-Jul-17,834.118029
27-Jul-17,830.286979
28-Jul-17,825.740375
29-Jul-17,751.358496
30-Jul-17,674.913888
31-Jul-17,795.185425
1-Aug-17,817.111003
2-Aug-17,824.572608
3-Aug-17,834.018086
4-Aug-17,828.57339
5-Aug-17,752.907768
6-Aug-17,673.237237
7-Aug-17,807.311969
8-Aug-17,838.090186
9-Aug-17,860.258029
10-Aug-17,853.471952
11-Aug-17,844.968375
12-Aug-17,777.008888
13-Aug-17,692.61048
14-Aug-17,833.772388
15-Aug-17,842.703892
16-Aug-17,854.336575
17-Aug-17,857.009201
18-Aug-17,860.930958
19-Aug-17,795.325211
20-Aug-17,708.662876
21-Aug-17,820.144565
22-Aug-17,825.407757
23-Aug-17,827.229601
24-Aug-17,830.661447
25-Aug-17,830.322811
26-Aug-17,764.835851
27-Aug-17,686.61182
28-Aug-17,829.443915
29-Aug-17,854.29116
30-Aug-17,872.261075
31-Aug-17,866.013918
1-Sep-17,850.285559
2-Sep-17,780.830965
3-Sep-17,693.762851
4-Sep-17,831.293539
5-Sep-17,861.700921
6-Sep-17,868.4297277
7-Sep-17,774.6783716
8-Sep-17,819.0308757
9-Sep-17,773.4964264
10-Sep-17,719.8269003
11-Sep-17,878.8531515
12-Sep-17,911.1143072
13-Sep-17,910.2228855
14-Sep-17,926.5438718
15-Sep-17,934.169467
