"","date","affluent_natural_energy_southeast","effluent_flow","influent_flow","volume_used","poured_flow","turbine_flow","water_level","energy_generated","energy_stored","physical_energy_exchange","liquid_energy_exchange","affluent_natural_energy_tiete_basin","maximum_demand","energy_charge"
"997",2018-09-23,787.4459839,153,245.59,71.51,0,153,448.96,0.689271,36073.08588,-60.859206,0.14304,19642.68359,39353.52,762.537262
"998",2018-09-24,762.0679932,269,176.41,71.2,0,269,448.93,1.212442,35695.85682,-27.20169,14.94816,19647.99805,45104.61,918.393709
"999",2018-09-25,744.4190064,304,150.18,70.68,0,304,448.88,1.315435,35416.06105,-50.540702,17.73624,19631.89844,45006.26,944.664029
"1000",2018-09-26,724.7299805,210,148.54,70.47,0,210,448.86,0.964301,35057.4626,-0.862229,5.43168,19460.04883,46331.96,962.706235
"1001",2018-09-27,726.4550171,356,141.65,69.75,0,356,448.79,1.508388,34693.29693,9.036286,10.76784,19182.55469,45729.16,962.136036
"1002",2018-09-28,714.6160278,402,158.02,68.93,0,402,448.71,1.764308,34353.81703,15.781871,19.49376,18772.13867,43536.25,931.675757
"1003",2018-09-29,698.8389893,393,180.5,68.21,0,393,448.64,1.707601,34108.48888,-12.805242,17.96952,18422.75781,42181.21,849.240248
"1004",2018-09-30,998.486023,242,211.79,68.11,0,242,448.63,1.078562,33954.19073,-12.476535,-0.20208,18390.75391,39152.57,765.61315
"1005",2018-10-01,861.2459717,347,165.75,67.5,0,347,448.57,1.51759,33580.51715,-23.722427,5.91216,18114.43945,43423.57,909.795249
"1006",2018-10-02,848.4190064,367,276.49,67.2,28,339,448.54,1.493375,33308.27749,-44.735399,12.62424,18192.50391,45959.06,953.096688
"1007",2018-10-03,877.9949951,417,326.84,66.89,69,348,448.51,1.504506,32933.67081,-31.665079,29.32488,18150.9668,47135.57,970.413497
"1008",2018-10-04,878.6409912,252,221.91,66.79,69,183,448.5,0.814547,32628.93532,-25.974572,44.30328,18128.60742,45431.61,953.293999
"1009",2018-10-05,892.3150024,399,249.12,66.29,69,330,448.45,1.446388,32364.27745,-66.143968,9.19176,18068.25781,42939.08,918.060815
"1010",2018-10-06,913.8410034,312,222.3,65.99,69,243,448.42,1.072028,32190.84363,-9.756165,2.12352,18178.45508,40460.81,817.786005
"1011",2018-10-07,930.9769898,284,194.42,65.68,63,221,448.39,0.977658,32085.42335,28.226162,-4.34232,18516.39063,36901.53,722.686015
"1012",2018-10-08,944.7249756,322,202.79,65.28,24,298,448.35,1.294608,31883.61987,-23.802023,-0.02592,19316.95703,43012.35,887.008452
"1013",2018-10-09,1015.585022,344,195.5,64.78,0,344,448.3,1.512409,31674.69972,-38.27576,1.44072,20764.55273,44718.082,938.198755
"1014",2018-10-10,1048.633057,278,367,65.08,0,278,448.33,1.152199,31510.73671,-58.03077,6.6276,22528.57031,45557.56,957.462457
"1015",2018-10-11,1198.245972,469,617.84,65.58,0,469,448.38,2.019577,31422.86841,-63.480913,13.34952,24068.19336,43702.922,940.797379
"1016",2018-10-12,1275.661987,311,520.14,66.29,0,311,448.45,1.379958,31532.04677,-49.245425,3.09168,25069.75586,40687.09,819.85291
"1017",2018-10-13,1312.921021,395,395,66.29,0,395,448.45,1.744425,31533.28234,-55.922144,11.46576,25857.5918,42203.31,840.584681
"1018",2018-10-14,1317.470947,377,317.16,66.09,0,377,448.43,1.679924,31502.18758,-55.667639,11.98248,26003.55859,38546.47,776.752826
"1019",2018-10-15,1329.567017,449,269.95,65.48,0,449,448.37,1.991248,31274.75668,-59.92277,35.35512,25962.94141,42452.26,895.02049
"1020",2018-10-16,1263.003052,512,303.9,64.78,0,512,448.3,2.231146,31107.0841,-57.506596,46.57848,25941.72852,43799.07,925.624665
"1021",2018-10-17,1286.314941,517,339.34,64.18,0,517,448.24,2.227898,30938.88933,-45.830044,39.6588,26104.61719,44815.92,947.07054
"1022",2018-10-18,1271.83606,581,315.72,63.29,0,581,448.15,2.355865,30761.40066,-33.311679,41.5896,26691.81641,46259.9,958.117827
"1023",2018-10-19,1270.072998,581,434.36,62.8,0,581,448.1,2.360475,30654.97023,-66.947554,45.53208,28041.16797,43069.57,930.514206
"1024",2018-10-20,1279.124023,511,423.15,62.5,30,481,448.07,2.015079,30754.3325,-68.227199,6.57168,29370.76953,40682.27,821.589429
"1025",2018-10-21,1226.578979,337,337,62.5,52,285,448.07,1.216863,30938.60968,-30.141727,2.97624,30001.67383,37276.13,716.316625
"1026",2018-10-22,1170.213013,534,242.45,61.52,55,479,447.97,2.00652,30770.83153,-32.287666,22.82376,29704.3418,42497.54,869.310516
"1027",2018-10-23,1106.831055,513,194.48,60.45,56,457,447.86,1.899026,30624.57173,-47.106208,31.602,29071.09375,44257.65,923.413256
"1028",2018-10-24,1087.718994,481,193.38,59.48,52,429,447.76,1.785436,30452.7216,-66.38875,22.9356,28659.58203,43226.1,916.691149
"1029",2018-10-25,1022.617981,513,227.24,58.52,52,461,447.66,1.982963,30338.92911,-46.876079,23.20848,28690.38477,43166.691,917.433539
"1030",2018-10-26,982.5239868,446,275.4,57.94,52,394,447.6,1.633997,30271.74879,-46.652295,39.36912,29398.42969,43768.043,919.677195
"1031",2018-10-27,985.0819702,518,291.5,57.18,58,460,447.52,1.887874,30230.29862,-25.529425,20.30064,30798.55078,41943.926,851.076246
"1032",2018-10-28,954.1439819,401,260.14,56.71,58,343,447.47,1.438325,30230.16451,21.583895,13.5276,32143.64453,37146.773,740.298173
"1033",2018-10-29,934.8079834,511,258.45,55.86,67,444,447.38,1.814916,30130.88784,-24.588266,30.51264,32776.60938,41445.262,861.094921
"1034",2018-10-30,921.1370239,518,239.18,54.92,51,467,447.28,1.778449,30078.61429,-36.567027,23.4216,32738.71094,42846.93,894.623227
"1035",2018-10-31,898.6779785,474,224.69,54.08,54,420,447.19,1.620424,29944.74446,-44.514036,19.29072,32668.64844,45940.551,936.820374
"1036",2018-11-01,866.5139771,326,160.49,53.52,20,306,447.13,1.196832,29794.95772,-53.161477,17.65728,32546.88086,44648.066,941.689521
"1037",2018-11-02,829.7559815,118,173.09,53.71,0,118,447.15,0.479835,29809.85021,-50.71359,19.0644,32241.39063,40082.328,815.237408
"1038",2018-11-03,810.3229981,310,199.93,53.34,0,310,447.11,1.271042,29715.46733,-51.177603,15.39,31351.36719,41712.125,833.073465
"1039",2018-11-04,799.9749756,270,160.28,52.97,0,270,447.07,1.10844104,29731.51265,-40.99746678,-0.04752,30507.51563,38004.379,770.7137395
"1040",2018-11-05,800.5739746,508,180.45,51.87,0,508,446.95,1.930064,29502.16419,-57.897074,11.48568,30140.25195,41396.324,877.965777
"1041",2018-11-06,828.3959961,353,190.27,51.32,0,353,446.89,1.393373,29464.46354,-49.714056,9.52632,30350.23242,41807,890.799464
"1042",2018-11-07,849.3930054,367,204.85,50.77,0,367,446.83,1.439568,29394.72647,-63.874184,7.5528,30595.00586,42181.64,899.989249
"1043",2018-11-08,861.6290283,360,171.69,50.14,0,360,446.76,1.402595,29423.02478,-61.044691,1.602,31706.81445,41002.941,886.081976
"1044",2018-11-09,845.9160156,295,161.09,49.69,0,295,446.71,1.160516,29503.02595,-55.062874,0.17928,33216.40625,40826.574,871.590532
"1045",2018-11-10,824.7340088,257,176.79,49.42,0,257,446.68,1.005999,29804.94788,-54.401168,-1.578,35331.78906,40503.445,817.674927
"1046",2018-11-11,803.6979981,212,185.38,49.33,0,212,446.67,0.848346,30163.26383,-8.897817,0.05424,37409.99609,38475.059,756.754275
"1047",2018-11-12,764.4439697,356,169.77,48.7,0,356,446.6,1.36721,30158.69821,-39.694899,23.08008,38815.9375,44822.492,922.238809
"1048",2018-11-13,740.0960083,237,183.99,48.52,0,237,446.58,0.918549,30228.54086,-27.294777,29.03496,39395.69141,46321.492,968.551339
"1049",2018-11-14,738.1040039,180,180,48.52,0,180,446.58,0.69788,30277.44441,-25.138851,25.926,38800.34766,47573.56,992.857082
"1050",2018-11-15,755.9580078,130,156.5,48.61,0,130,446.59,0.500717,30409.15983,-42.92478,6.98832,38374.69922,41947.02,894.95575
"1051",2018-11-16,755.6259766,196,169.5,48.52,0,196,446.58,0.750106,30412.98069,-43.294047,9.58344,38141.86719,42322.94,909.870086
"1052",2018-11-17,780.1710205,159,212.01,48.7,0,159,446.6,0.644829,30613.28607,-44.467305,4.97328,38325.99609,40247.9,827.024919
"1053",2018-11-18,816.9099731,64,196.87,49.15,0,64,446.65,0.250056,30858.63705,-5.697912,-1.21272,38310.82031,39395.563,779.770105
"1054",2018-11-19,1007.424988,98,231.45,49.6,0,98,446.7,0.382233,30877.56728,-46.143632,6.6588,38290.61719,41352.32,894.869415
"1055",2018-11-20,970.9780273,155,369.35,50.32,0,155,446.78,0.641059,31072.96176,-27.773261,3.62928,38732.11328,40071.754,849.119825
"1056",2018-11-21,1121.770996,217,567.93,51.5,0,217,446.91,0.901332,31356.44998,-3.238734,0.40512,41202.63281,41333.543,875.448678
"1057",2018-11-22,1202.134033,220,355.76,51.96,0,220,446.96,0.910824,31741.98562,-19.381083,9.86472,44401.67969,43321,906.933415
"1058",2018-11-23,1294.43396,228,282.4,52.14,0,228,446.98,0.900091,32120.27048,-21.949097,22.46112,46523.05469,44388.512,937.282562
"1059",2018-11-24,1426.965942,328,328,52.14,0,328,446.98,1.253779,32610.11353,-54.03509,23.64192,48207.58984,40807.137,867.34447
"1060",2018-11-25,1644.647949,180,894.47,54.55,0,180,447.24,0.735688,33261.26012,-35.845356,15.53136,50154.39063,38791.87,786.289679
"1061",2018-11-26,1706.692993,309,1092.22,57.18,0,309,447.52,1.26657,33863.9483,-29.874248,29.88216,52766.72266,42453.26,894.586303
"1062",2018-11-27,1746.506958,484,852.63,58.42,0,484,447.65,1.924828,34578.57419,-41.877096,8.03976,55262.36719,43160.395,913.13979
"1063",2018-11-28,1737.80603,433,604.06,59,0,433,447.71,1.739922,35052.26349,-31.376206,10.72128,55905.20313,44473.148,926.90054
"1064",2018-11-29,1739.660034,499,470.53,58.9,0,499,447.7,2.00469,35375.29002,6.642723,26.82096,55399.95703,46086.31,958.142971
"1065",2018-11-30,1784.61499,524,381.41,58.42,0,524,447.65,2.104595,35573.35539,18.318347,67.42776,54437.39063,46141.68,970.931376
"1066",2018-12-01,2096.916992,513,427.7,58.14,0,513,447.62,2.047797,35866.36864,-30.26095,59.53536,53656.26172,42120.93,884.749836
"1067",2018-12-02,1761.303955,379,749.83,59.38,0,379,447.75,1.59125,36373.08739,21.844046,46.97592,53594.15234,38651.172,790.48471
"1068",2018-12-03,1815.239014,603,1470.94,62.31,0,603,448.05,2.586938,36880.33689,-8.048942,59.80464,55248.82422,42090.934,897.065987
"1069",2018-12-04,1813.468994,518,1046.59,64.08,0,518,448.23,2.192805,37322.2209,-13.661258,76.05456,58010.35938,44261.18,925.726364
"1070",2018-12-05,1766.338989,548,695.92,64.58,12,536,448.28,2.281852,37677.9687,-1.519426,77.36112,59465.36719,46498.074,959.403673
"1071",2018-12-06,1684.233032,587,468.71,64.18,0,587,448.24,2.486901,38007.98634,7.382432,80.1108,58964.21875,46503.961,961.804044
"1072",2018-12-07,1585.713989,535,416.94,63.79,0,535,448.2,2.264558,38404.81049,18.680978,62.29392,57323.03516,44217.723,940.472979
"1073",2018-12-08,1408.920044,487,310.38,63.19,0,487,448.14,2.043436,38765.62613,58.428839,75.35328,55373.70313,39060.082,815.630324
"1074",2018-12-09,1189.916992,336,306.72,63.09,0,336,448.13,1.458333,39138.91733,91.175,42.14832,54197.04688,37688.855,733.018309
"1075",2018-12-10,1010.450989,608,286.24,62.01,0,608,448.02,2.550508,39287.0205,74.720523,45.41448,52541.50391,44079.547,905.448294
"1076",2018-12-11,885.4810181,583,263.44,60.94,0,583,447.91,2.336606,39271.96821,78.054313,21.1848,50550.46094,46628.65,967.828383
"1077",2018-12-12,818.9550171,578,203.23,59.67,20,558,447.78,2.249785,39166.14843,76.491516,15.04968,48126.51172,48750.777,1008.661438
"1078",2018-12-13,838.3220215,581,180.88,58.33,32,549,447.64,2.191573,39126.78133,83.213963,39.85032,46350.91016,49354.625,1025.337389
"1079",2018-12-14,770.0200195,653,200.11,56.8,32,621,447.48,2.455521,38984.37663,84.01422,47.47824,44260.39063,48874.707,1022.844015
"1080",2018-12-15,761.9039917,237,293.37,56.99,47,190,447.5,0.786478,39077.7294,56.158073,22.42392,42255.04297,44520.75,958.198251
"1081",2018-12-16,757.4279785,263,263,56.99,58,205,447.5,0.848379,39148.59931,71.450234,22.16448,40318.91406,42531.27,883.80335
"1082",2018-12-17,761.8140259,582,244.96,55.86,58,524,447.38,2.010964,38898.41733,55.407857,42.32136,38785.16797,50595.57,1047.821883
"1083",2018-12-18,802.6119995,561,254.4,54.83,58,503,447.27,1.957646,38799.2491,56.743557,45.0936,37414.15625,50587.168,1071.498214
"1084",2018-12-19,817.664978,384,273.12,54.45,20,364,447.23,1.504697,38775.61628,49.157881,27.31632,36402.16016,49379.9,1054.91749
"1085",2018-12-20,836.2329712,382,437.44,54.64,0,382,447.25,1.585901,38721.96448,36.613782,42.15504,36030.53125,49603.59,1053.838455
"1086",2018-12-21,869.6309815,482,426.56,54.45,0,482,447.23,1.897244,38705.39697,4.422583,64.68312,35733.83203,47724.19,1036.918448
"1087",2018-12-22,885.1560059,431,320.35,54.08,0,431,447.19,1.781891,38802.21676,38.972785,57.13896,35361.51172,43426.28,948.169174
"1088",2018-12-23,952.8410034,350,322.34,53.99,0,350,447.18,1.447135,38926.56155,47.016017,69.73416,35610.85938,41298.81,871.574024
"1089",2018-12-24,1005.325012,395,339.79,53.8,16,379,447.16,1.568226,39019.34647,31.696235,72.4104,36111.21875,39619.38,850.618954
"1090",2018-12-25,989.7639771,317,427.42,54.17,25,292,447.2,1.198415,39211.63062,60.759536,36.9216,36740.8125,36887.46,733.352642
"1091",2018-12-26,994.8530273,566,455.58,53.8,29,537,447.16,2.022502,39345.73729,39.88577,69.32256,37962.96094,40607.58,856.148556
"1092",2018-12-27,961.2340088,560,340.09,53.06,22,538,447.08,2.030301,39528.58487,23.495448,72.83832,38830.37109,40909.88,873.255291
"1093",2018-12-28,952.0109863,512,293.13,52.32,12,500,447,1.903172,39626.33204,40.479142,71.60184,40563.91797,40899.508,870.314969
"1094",2018-12-29,907.0120239,364,255.09,51.96,16,348,446.96,1.392153,40002.02306,65.51127,66.1044,42444.05469,40700.379,836.978918
"1095",2018-12-30,872.9559937,169,277.91,52.32,25,144,447,0.581181,40354.23534,79.347007,65.13576,44163.11719,39198.008,795.264446
"1096",2018-12-31,845.8380127,398,261.89,51.87,25,373,446.95,1.441987,40660.98257,70.311986,58.17096,45946.66016,40360.262,808.686436
"1097",2019-01-01,844.5700073,282,200.52,51.59,25,257,446.92,0.999551,40975.69966,113.31432,26.22528,46731.73828,37764.906,742.05359
"1098",2019-01-02,866.9240112,390,173.56,50.86,31,359,446.84,1.355911,41265.85654,60.372784,23.61912,47043.21875,43778.11,912.790771
"1099",2019-01-03,899.5100098,132,267.19,51.32,25,107,446.89,0.41278,41385.17344,24.900386,41.04552,46788.71094,46389.461,984.945988
"1100",2019-01-04,1644.625,391,391,51.32,25,366,446.89,1.381742,41508.8762,45.83131,65.00136,46832.73828,45899.29,990.939664
"1101",2019-01-05,1620.217041,207,451.33,52.14,25,182,446.98,0.733885,41769.08829,44.537772,47.016,46711.75,42148.438,897.085518
"1102",2019-01-06,1574.510986,153,839.81,54.45,36,117,447.23,0.481222,42099.83072,69.218169,50.04096,47031.37891,41393.223,833.94297
"1103",2019-01-07,1611.828979,269,882.77,56.52,69,200,447.45,0.815129,42189.65654,13.870905,70.84272,47584.41016,48181.453,1003.124337
"1104",2019-01-08,1677.54895,413,779.9,57.75,60,353,447.58,1.450109,42259.34796,24.167755,67.28232,47834.37891,49882.48,1049.099771
"1105",2019-01-09,1710.599976,388,586.84,58.42,28,360,447.65,1.493899,42333.55078,36.206216,57.9252,47527.42969,49840.38,1058.673697
"1106",2019-01-10,1679.119995,433,461.47,58.52,0,433,447.66,1.812309,42420.04083,36.207792,71.77152,46492.72656,50018,1061.839497
"1107",2019-01-11,1737.69397,458,429.53,58.42,18,440,447.65,1.792305,42396.1512,36.322224,60.56208,45414.76953,49791.383,1051.962157
"1108",2019-01-12,1607.754028,462,376.7,58.14,29,433,447.62,1.801247,42509.89804,37.475125,55.94808,44056.38281,44124.445,966.632191
"1109",2019-01-13,1494.718018,459,544.3,58.42,29,430,447.65,1.775281,42488.51094,55.507983,54.08016,42822.52344,42832.93,879.273255
"1110",2019-01-14,1322.319946,517,374.87,57.94,29,488,447.6,2.005259,42232.02269,-5.039608,64.11864,41873.64844,50392.27,1048.248131
"1111",2019-01-15,1213.593018,484,285.74,57.28,31,453,447.53,1.859581,41978.1397,10.684375,68.62368,41244.42188,51292.328,1078.361448
"1112",2019-01-16,1180.564941,498,300.78,56.61,46,452,447.46,1.842082,41737.45707,8.741868,82.46112,40694.14844,52323.086,1094.530301
"1113",2019-01-17,1131.927002,488,291.59,55.95,31,457,447.39,1.845967,41516.34956,6.739038,78.23592,40207.24219,51307.703,1084.943343
"1114",2019-01-18,1130.353027,483,287.51,55.29,29,454,447.32,1.835799,41410.66675,-21.418957,77.80488,39758.14844,51559.965,1086.076747
"1115",2019-01-19,1077.154053,453,313.88,54.83,29,424,447.27,1.685717,41176.37885,-2.641363,66.60048,39308.40234,45449.715,990.552974
"1116",2019-01-20,1087.303955,360,360,54.83,29,331,447.27,1.348891,41192.44129,10.802131,54.2472,38828.65234,43907.969,911.455127
"1117",2019-01-21,986.5440064,684,324.51,53.62,29,655,447.14,2.470596,40947.99773,-0.83062,36.78696,38411.64844,52166.34,1081.060751
"1118",2019-01-22,1016.502014,495,302.75,52.97,29,466,447.07,1.79361,40757.85942,-8.18014,35.5788,37920.55859,52771.477,1120.374984
"1119",2019-01-23,975.1939697,495,276.37,52.23,29,466,446.99,1.881828,40539.51411,0.490521,57.83088,37341.77734,54043.18,1120.809714
"1120",2019-01-24,1034.376953,508,290.52,51.5,25,483,446.91,1.87976,40406.46895,-13.234294,61.5432,36865.5,52454.336,1106.86253
"1121",2019-01-25,1104.107056,417,308.67,51.14,25,392,446.87,1.556443,40322.21319,-7.541588,58.81728,36377.97656,49321.453,1048.372453
"1122",2019-01-26,1196.28894,369,477.33,51.5,25,344,446.91,1.345843,40339.92211,23.538557,64.18104,36252.875,43103.859,924.033899
"1123",2019-01-27,1160.152954,201,637.11,52.97,25,176,447.07,0.718413,40418.48225,36.133078,34.42416,36597.125,42146.426,852.660999
"1124",2019-01-28,1167.748047,522,714.25,53.62,25,497,447.14,1.913755,40259.79824,41.822663,38.75592,37325.53906,50273.914,1042.199135
"1125",2019-01-29,1143.697021,373,428.09,53.8,25,348,447.16,1.407697,40108.20237,51.16192,42.31344,37704.8125,52057.168,1095.840561
"1126",2019-01-30,1125.616943,368,285.36,53.52,26,342,447.13,1.386229,39923.18042,60.334885,50.55768,37590.9375,53101.836,1111.900045
"1127",2019-01-31,1060.327026,403,265.73,53.06,40,363,447.08,1.393673,39665.32248,55.582315,37.23552,36959.61719,53059.91,1116.995543
"1128",2019-02-01,1003.578003,389,361.57,52.97,24,365,447.07,1.397755,39381.34346,54.838183,37.1484,36293.00391,53198.84,1118.982688
"1129",2019-02-02,914.8270264,393,283.51,52.6,25,368,447.03,1.405343,39263.84139,39.602677,30.04728,35729.25781,46828.1,1029.603671
"1130",2019-02-03,831.1979981,283,228.37,52.42,25,258,447.01,0.983448,39279.33884,-8.86892,61.89096,35554.67969,44045.87,935.56434
"1131",2019-02-04,2818.519043,386,195.37,51.77,25,361,446.94,1.387362,39138.20395,21.697862,87.4944,37285.16406,47884.31,1029.92152
"1132",2019-02-05,1133.348999,262,207.72,51.59,9,253,446.92,1.030067,39017.85979,40.349993,94.31568,36425.64453,46284.95,993.358236
"1133",2019-02-06,2149.550049,255,773.75,53.34,0,255,447.11,1.032507,38974.45496,82.053675,85.80336,37852.13672,44691.29,964.722532
"1134",2019-02-07,1392.05603,265,430.28,53.89,0,265,447.17,1.095674,38961.45434,69.936852,67.28256,38119.73828,45192.88,953.609617
"1135",2019-02-08,1399.142944,254,865.34,55.95,0,254,447.39,1.047676,38917.98674,85.045158,62.5356,39751.19141,47276.83,987.082785
"1136",2019-02-09,1394.463013,395,619.54,56.71,16,379,447.47,1.528796,39007.62993,89.281818,54.20472,40594.18359,43512.64,919.940533
"1137",2019-02-10,1453.084961,153,435.29,57.66,27,126,447.57,0.515958,39181.89698,95.692428,24.24096,41175.51563,42870.61,866.30962
"1138",2019-02-11,1445.537964,285,370.07,57.94,29,256,447.6,0.990161,38990.69146,76.689273,23.02752,41726.21875,50587.92,1049.340638
"1139",2019-02-12,1755.093018,570,343.5,57.18,29,541,447.52,2.0444,38940.74353,40.497608,47.8056,42590.71875,49801.74,1069.313096
"1140",2019-02-13,1758.482056,570,372.89,56.52,29,541,447.45,2.0437,38952.50857,82.636441,84.74352,43025.99609,45525.527,998.982407
"1141",2019-02-14,1445.738037,451,479.13,56.61,29,422,447.46,1.6961,39033.05476,81.368168,88.34136,43095.14844,44872.121,966.959743
"1142",2019-02-15,2353.414063,452,536.37,56.9,29,423,447.49,1.701074,39103.8248,96.916117,88.32312,44272.01953,44603.387,965.274391
"1143",2019-02-16,2286.748047,350,434.61,57.18,29,321,447.52,1.303687,39464.07829,80.476649,86.76624,45178.27344,41216.68,883.270064
"1144",2019-02-17,1971.863037,205,659.05,58.71,29,176,447.68,0.719985,39885.91351,93.15165,69.55776,46513.64844,40379.242,800.99752
"1145",2019-02-18,1969.630005,635,1296,60.94,28,607,447.91,1.316639,40180.3849,85.806148,83.93136,48586.07813,45907.09,956.693216
"1146",2019-02-19,2036.275024,643,1079.23,62.4,32,611,448.06,2.458274,40545.70624,95.513826,85.7628,50969.96875,47133.61,986.815723
"1147",2019-02-20,2618.006104,625,625,62.4,32,593,448.06,2.384948,40866.49847,103.849749,79.77648,53390.47266,47475.922,997.015062
"1148",2019-02-21,2784.13501,684,479.95,61.72,32,652,447.99,2.639444,41237.40984,93.744711,84.45168,54722.88281,46056.828,986.367627
"1149",2019-02-22,2281.812988,586,498.73,61.42,32,554,447.96,2.280795,41549.49599,100.36981,75.4656,55261.90625,48312.473,1005.572771
"1150",2019-02-23,2090.538086,472,792.6,62.5,32,440,448.07,1.815454,41946.58552,99.351189,75.08592,55719.75781,45260.387,946.367786
"1151",2019-02-24,1965.989014,401,723.8,63.59,32,369,448.18,1.532834,42352.78347,91.494577,68.10816,55954.28906,43045.363,890.359164
"1152",2019-02-25,2162.5271,497,555.91,63.79,32,465,448.2,1.926981,42467.74591,64.894485,87.26016,56006.03516,50647.012,1043.941168
"1153",2019-02-26,2804.169922,553,494.09,63.59,32,521,448.18,2.158972,42796.00293,62.294908,87.25224,56340.57813,46628.938,1004.75474
"1154",2019-02-27,2113.49292,705,646.09,63.39,32,673,448.16,2.715342,43083.07516,65.70036,86.184,56622.11328,47011.219,999.630558
"1155",2019-02-28,2701.50293,676,882.25,64.08,32,644,448.23,2.582243,43507.43859,70.651466,79.77888,58749.83203,45294.227,982.362501
"1156",2019-03-01,2504.278076,670,996.04,65.18,34,636,448.34,2.578737,44010.01403,83.594869,84.56952,60420.76563,44706.16,961.602912
"1157",2019-03-02,2646.852051,588,1156.29,67.1,35,553,448.53,2.329024,44664.42219,123.242924,70.98936,62343.08594,41775.906,866.673842
"1158",2019-03-03,2746.531006,512,935.03,68.52,35,477,448.67,2.085441,45428.4139,125.568814,66.54816,64283.67969,38564.69,785.627452
"1159",2019-03-04,2750.991943,606,1032.62,69.96,36,570,448.81,2.4003,46141.4675,109.204471,57.20784,66356.26563,40767.305,838.064664
"1160",2019-03-05,2770.623047,651,1297.64,72.13,36,615,449.02,2.640038,46912.84412,126.807573,18.06768,68162.01563,42006.379,851.537213
"1161",2019-03-06,3214.412109,652,994.01,73.28,37,615,449.13,2.640166,47582.57565,85.970069,40.86744,70123.95313,45680.516,952.815815
"1162",2019-03-07,2791.748047,655,873.75,74.02,40,615,449.2,2.650339,48116.24299,72.221542,56.5452,71126.22656,47782.96,1009.985346
"1163",2019-03-08,2494.803955,657,908.16,74.86,46,611,449.28,2.632764,48611.67038,69.926613,67.85784,71553.10938,48919.32,1026.775467
"1164",2019-03-09,2247.883057,620,745.93,75.29,93,527,449.32,2.277981,49206.57131,57.426432,37.6236,71724.84375,45584.727,964.896128
"1165",2019-03-10,3763.511963,445,602.99,75.82,174,271,449.37,1.221985,49852.77846,56.769102,62.5944,72500.34375,41806.09,872.380263
"1166",2019-03-11,3486.731934,475,538.31,76.03,37,438,449.39,1.946473,50399.15251,23.946701,70.626,71657.20313,45844.27,973.785289
"1167",2019-03-12,2584.220947,537,568.6,76.14,14,523,449.4,2.310074,50885.75682,18.312066,54.47496,70124.09375,47372.89,999.723966
"1168",2019-03-13,2597.759033,512,1309.92,78.83,0,512,449.65,2.280204,51302.37581,16.010892,75.31176,69191.57031,48734.66,1019.580683
"1169",2019-03-14,2537.099121,510,832.34,79.91,0,510,449.75,2.26569,51718.16157,16.257626,88.1976,68249.63281,48631.91,1026.972921
"1170",2019-03-15,2369.974121,509,703.33,80.56,0,509,449.81,2.258622,52201.21611,4.021808,79.15392,67700.91406,48287.94,1018.336163
"1171",2019-03-16,3457.7229,377,767.51,81.88,0,377,449.93,1.708001,52846.29898,10.685348,81.67944,68363.89063,43834.129,919.048554
"1172",2019-03-17,2965.705078,323,782.14,83.42,0,323,450.07,1.542549,53406.46121,53.571069,78.28344,67557.26563,40936.05,831.308227
"1173",2019-03-18,2435.977051,534,765.02,84.2,0,534,450.14,2.399208,53759.57236,23.792938,89.40744,66869.64844,48506.71,1001.601343
"1174",2019-03-19,2650.437988,472,903.83,85.66,0,472,450.27,2.175489,54175.71766,5.163892,95.22456,66681.07813,49703.19,1036.731702
"1175",2019-03-20,2439.096924,452,786.61,86.78,0,452,450.37,2.127897,54706.28324,-7.709777,92.262,66365.89844,47198.56,1009.940105
"1176",2019-03-21,2561.778076,463,765.89,87.8,0,463,450.46,2.155795,55318.72188,12.824664,91.52544,66508.4375,42881.64,939.597784
"1177",2019-03-22,2151.215088,461,663.89,88.48,0,461,450.52,2.16387,55892.10161,21.318908,88.78368,66582.32031,42657.469,909.570793
"1178",2019-03-23,2026.234985,422,659.73,89.28,0,422,450.59,1.990896,56466.13764,46.386892,77.83584,66382.71875,42586.645,847.817367
"1179",2019-03-24,1878.652954,449,551.08,89.63,0,449,450.62,2.109691,57015.87884,79.83682,73.1664,65906.05469,40266.355,795.769936
"1180",2019-03-25,1715.348022,515,446.94,89.4,0,515,450.6,2.400258,57398.31841,12.051156,87.0768,64515.07813,46258.81,958.116586
"1181",2019-03-26,1588.661011,517,380.89,88.94,0,517,450.56,2.400281,57756.64579,13.021492,87.79944,62905.96094,47236.59,991.287751
"1182",2019-03-27,1488.979004,517,381.35,88.48,0,517,450.52,2.400288,58055.63715,16.153957,73.38192,60958.33984,46573.37,985.789461
"1183",2019-03-28,1390.415039,516,380.7,88.03,0,516,450.48,2.399982,58403.48071,8.836308,46.17096,59519.37109,44872.43,963.831265
"1184",2019-03-29,1283.472046,516,347.25,87.46,0,516,450.43,2.399941,58703.34525,21.381059,34.28064,58931.20703,43478.609,935.971866
"1185",2019-03-30,1206.147949,378,344.32,87.35,0,378,450.42,1.764591,58992.57759,68.524994,55.46712,57844.11719,42302.457,853.720898
"1186",2019-03-31,1124.633057,246,347.16,87.69,0,246,450.45,1.159511,59278.87082,83.760445,44.54736,55998.19141,39970.848,787.294101
"1187",2019-04-01,1077.314941,375,307.52,87.46,0,375,450.43,1.753918,59342.48139,30.246269,70.44936,54115.69922,44683.051,936.708686
