Month,Reservoir,Vol_Uti_percent
Sep-04,PORTO ESTRELA,21.17
Oct-04,PORTO ESTRELA,57.38
Nov-04,PORTO ESTRELA,75.66
Dec-04,PORTO ESTRELA,85.76
Jan-05,PORTO ESTRELA,80.73
Feb-05,PORTO ESTRELA,97.23
Mar-05,PORTO ESTRELA,92.69
Apr-05,PORTO ESTRELA,94.36
May-05,PORTO ESTRELA,73.95
Jun-05,PORTO ESTRELA,87.72
Jul-05,PORTO ESTRELA,102
Aug-05,PORTO ESTRELA,94.62
Sep-05,PORTO ESTRELA,100
Oct-05,PORTO ESTRELA,85.38
Nov-05,PORTO ESTRELA,71.76
Dec-05,PORTO ESTRELA,89.33
Jan-06,PORTO ESTRELA,70.32
Feb-06,PORTO ESTRELA,79.53
Mar-06,PORTO ESTRELA,81.76
Apr-06,PORTO ESTRELA,95.65
May-06,PORTO ESTRELA,59.54
Jun-06,PORTO ESTRELA,93.42
Jul-06,PORTO ESTRELA,88.22
Aug-06,PORTO ESTRELA,87.53
Sep-06,PORTO ESTRELA,95.77
Oct-06,PORTO ESTRELA,74.88
Nov-06,PORTO ESTRELA,75.66
Dec-06,PORTO ESTRELA,102.54
Jan-07,PORTO ESTRELA,105.56
Feb-07,PORTO ESTRELA,77.45
Mar-07,PORTO ESTRELA,91.21
Apr-07,PORTO ESTRELA,89.31
May-07,PORTO ESTRELA,88.98
Jun-07,PORTO ESTRELA,100.09
Jul-07,PORTO ESTRELA,97.77
Aug-07,PORTO ESTRELA,91.09
Sep-07,PORTO ESTRELA,75.88
Oct-07,PORTO ESTRELA,76.54
Nov-07,PORTO ESTRELA,72.55
Dec-07,PORTO ESTRELA,73.43
Jan-08,PORTO ESTRELA,105.1
Feb-08,PORTO ESTRELA,82.31
Mar-08,PORTO ESTRELA,94.44
Apr-08,PORTO ESTRELA,62.2
May-08,PORTO ESTRELA,103.44
Jun-08,PORTO ESTRELA,99.67
Jul-08,PORTO ESTRELA,76.54
Aug-08,PORTO ESTRELA,17.21
Sep-08,PORTO ESTRELA,94.87
Oct-08,PORTO ESTRELA,95.2
Nov-08,PORTO ESTRELA,81.55
Dec-08,PORTO ESTRELA,104.98
Jan-09,PORTO ESTRELA,105.56
Feb-09,PORTO ESTRELA,82.43
Mar-09,PORTO ESTRELA,113.1
Apr-09,PORTO ESTRELA,66.67
May-09,PORTO ESTRELA,96.32
Jun-09,PORTO ESTRELA,97.22
Jul-09,PORTO ESTRELA,64.1
Aug-09,PORTO ESTRELA,94.44
Sep-09,PORTO ESTRELA,94.78
Oct-09,PORTO ESTRELA,104.32
Nov-09,PORTO ESTRELA,79.2
Dec-09,PORTO ESTRELA,81.55
Jan-10,PORTO ESTRELA,75.21
Feb-10,PORTO ESTRELA,81.43
Mar-10,PORTO ESTRELA,87.32
Apr-10,PORTO ESTRELA,88.56
May-10,PORTO ESTRELA,96.11
Jun-10,PORTO ESTRELA,99.76
Jul-10,PORTO ESTRELA,88.65
Aug-10,PORTO ESTRELA,64.43
Sep-10,PORTO ESTRELA,29.53
Oct-10,PORTO ESTRELA,25.09
Nov-10,PORTO ESTRELA,74.55
Dec-10,PORTO ESTRELA,94.2
Jan-11,PORTO ESTRELA,92.54
Feb-11,PORTO ESTRELA,91.88
Mar-11,PORTO ESTRELA,97.77
Apr-11,PORTO ESTRELA,100.66
May-11,PORTO ESTRELA,104.44
Jun-11,PORTO ESTRELA,100.54
Jul-11,PORTO ESTRELA,81.64
Aug-11,PORTO ESTRELA,64.1
Sep-11,PORTO ESTRELA,0
Oct-11,PORTO ESTRELA,83.67
Nov-11,PORTO ESTRELA,92.54
Dec-11,PORTO ESTRELA,94.44
Jan-12,PORTO ESTRELA,102.45
Feb-12,PORTO ESTRELA,89.22
Mar-12,PORTO ESTRELA,91.21
Apr-12,PORTO ESTRELA,103.2
May-12,PORTO ESTRELA,103.11
Jun-12,PORTO ESTRELA,100.09
Jul-12,PORTO ESTRELA,101.33
Aug-12,PORTO ESTRELA,87.98
Sep-12,PORTO ESTRELA,101.66
Oct-12,PORTO ESTRELA,83.21
Nov-12,PORTO ESTRELA,75.54
Dec-12,PORTO ESTRELA,71.98
Jan-13,PORTO ESTRELA,102.32
Feb-13,PORTO ESTRELA,88.44
Mar-13,PORTO ESTRELA,77.54
Apr-13,PORTO ESTRELA,99.34
May-13,PORTO ESTRELA,91.33
Jun-13,PORTO ESTRELA,96.65
Jul-13,PORTO ESTRELA,79.53
Aug-13,PORTO ESTRELA,89.76
Sep-13,PORTO ESTRELA,25.21
Oct-13,PORTO ESTRELA,54.44
Nov-13,PORTO ESTRELA,51.54
Dec-13,PORTO ESTRELA,99.67
Jan-14,PORTO ESTRELA,91.09
Feb-14,PORTO ESTRELA,86.99
Mar-14,PORTO ESTRELA,90.88
Apr-14,PORTO ESTRELA,99.34
May-14,PORTO ESTRELA,90.64
Jun-14,PORTO ESTRELA,40.76
Jul-14,PORTO ESTRELA,87.44
Aug-14,PORTO ESTRELA,67.33
Sep-14,PORTO ESTRELA,15.55
Oct-14,PORTO ESTRELA,36.65
Nov-14,PORTO ESTRELA,90.22
Dec-14,PORTO ESTRELA,66.55
Jan-15,PORTO ESTRELA,32.76
Feb-15,PORTO ESTRELA,69.78
Mar-15,PORTO ESTRELA,92.54
Apr-15,PORTO ESTRELA,99.09
May-15,PORTO ESTRELA,100.75
Jun-15,PORTO ESTRELA,75.88
Jul-15,PORTO ESTRELA,88.77
Aug-15,PORTO ESTRELA,61.32
Sep-15,PORTO ESTRELA,63.32
Oct-15,PORTO ESTRELA,75.42
Nov-15,PORTO ESTRELA,79.98
Dec-15,PORTO ESTRELA,65.76
Jan-16,PORTO ESTRELA,102.2
Feb-16,PORTO ESTRELA,92.42
Mar-16,PORTO ESTRELA,93.09
Apr-16,PORTO ESTRELA,85.54
May-16,PORTO ESTRELA,58.54
Jun-16,PORTO ESTRELA,81.97
Jul-16,PORTO ESTRELA,87.65
Aug-16,PORTO ESTRELA,67.09
Sep-16,PORTO ESTRELA,79.44
Oct-16,PORTO ESTRELA,80.65
Nov-16,PORTO ESTRELA,94.54
Dec-16,PORTO ESTRELA,92.66
Jan-17,PORTO ESTRELA,86.44
Feb-17,PORTO ESTRELA,103.44
Mar-17,PORTO ESTRELA,103.99
Apr-17,PORTO ESTRELA,100.88
May-17,PORTO ESTRELA,104.98
Jun-17,PORTO ESTRELA,89.98
Jul-17,PORTO ESTRELA,69.2
Aug-17,PORTO ESTRELA,46.98
Sep-17,PORTO ESTRELA,81.1
Oct-17,PORTO ESTRELA,58.88
Nov-17,PORTO ESTRELA,87.2
Dec-17,PORTO ESTRELA,84.87
Jan-18,PORTO ESTRELA,22.31
Feb-18,PORTO ESTRELA,88.89
Mar-18,PORTO ESTRELA,103.32
Apr-18,PORTO ESTRELA,104.44
May-18,PORTO ESTRELA,103.65
Jun-18,PORTO ESTRELA,93.09
Jul-18,PORTO ESTRELA,81.1
Aug-18,PORTO ESTRELA,63.32
Sep-18,PORTO ESTRELA,52.2
Oct-18,PORTO ESTRELA,88.65
Nov-18,PORTO ESTRELA,87.98
Dec-18,PORTO ESTRELA,93.87
Jan-19,PORTO ESTRELA,80.43
Feb-19,PORTO ESTRELA,97.89
Mar-19,PORTO ESTRELA,56.22
Apr-19,PORTO ESTRELA,52.54
May-19,PORTO ESTRELA,59.87
Jun-19,PORTO ESTRELA,75.42
Jul-19,PORTO ESTRELA,55.77
Aug-19,PORTO ESTRELA,75.33
Sep-19,PORTO ESTRELA,42.75
Oct-19,PORTO ESTRELA,72.22
Nov-19,PORTO ESTRELA,67.33
Dec-19,PORTO ESTRELA,46.32
Jan-20,PORTO ESTRELA,77.99
Feb-20,PORTO ESTRELA,89.64
Mar-20,PORTO ESTRELA,88.1
Apr-20,PORTO ESTRELA,98.1
May-20,PORTO ESTRELA,96.98
Jun-20,PORTO ESTRELA,103.77
Jul-20,PORTO ESTRELA,61.99000168
Aug-20,PORTO ESTRELA,53.99000168
Sep-20,PORTO ESTRELA,66.43000031
Oct-20,PORTO ESTRELA,71.76999664
Nov-20,PORTO ESTRELA,93.08999634
Dec-20,PORTO ESTRELA,91.08999634
Jan-21,PORTO ESTRELA,95.52999878
Feb-21,PORTO ESTRELA,82.30999756
Mar-21,PORTO ESTRELA,101.4199982
Apr-21,PORTO ESTRELA,93.20999908
May-21,PORTO ESTRELA,84.08999634
Jun-21,PORTO ESTRELA,61.31999969
Jul-21,PORTO ESTRELA,58.11000061
Jan-99,PONTE NOVA,0
Feb-99,PONTE NOVA,0
Mar-99,PONTE NOVA,0
Apr-99,PONTE NOVA,0
May-99,PONTE NOVA,0
Jun-99,PONTE NOVA,0
Jul-99,PONTE NOVA,0
Aug-99,PONTE NOVA,0
Sep-99,PONTE NOVA,0
Oct-99,PONTE NOVA,0
Nov-99,PONTE NOVA,0
Dec-99,PONTE NOVA,0
Jan-00,PONTE NOVA,0
Feb-00,PONTE NOVA,0
Mar-00,PONTE NOVA,0
Apr-00,PONTE NOVA,0
May-00,PONTE NOVA,0
Jun-00,PONTE NOVA,0
Jul-00,PONTE NOVA,0
Aug-00,PONTE NOVA,0
Sep-00,PONTE NOVA,0
Oct-00,PONTE NOVA,0
Nov-00,PONTE NOVA,0
Dec-00,PONTE NOVA,0
Jan-01,PONTE NOVA,0
Feb-01,PONTE NOVA,0
Mar-01,PONTE NOVA,0
Apr-01,PONTE NOVA,0
May-01,PONTE NOVA,0
Jun-01,PONTE NOVA,0
Jul-01,PONTE NOVA,0
Aug-01,PONTE NOVA,0
Sep-01,PONTE NOVA,0
Oct-01,PONTE NOVA,0
Nov-01,PONTE NOVA,0
Jan-02,PONTE NOVA,0
Feb-02,PONTE NOVA,0
Mar-02,PONTE NOVA,0
Apr-02,PONTE NOVA,0
May-02,PONTE NOVA,0
Jun-02,PONTE NOVA,0
Jul-02,PONTE NOVA,0
Aug-02,PONTE NOVA,0
Sep-02,PONTE NOVA,0
Oct-02,PONTE NOVA,0
Nov-02,PONTE NOVA,30.68
Dec-02,PONTE NOVA,37.14
Jan-03,PONTE NOVA,41.01
Feb-03,PONTE NOVA,41.76
Mar-03,PONTE NOVA,46.96
Apr-03,PONTE NOVA,0
May-03,PONTE NOVA,0
Jun-03,PONTE NOVA,0
Jul-03,PONTE NOVA,35.06
Aug-03,PONTE NOVA,29.32
Sep-03,PONTE NOVA,24.29
Oct-03,PONTE NOVA,20.51
Nov-03,PONTE NOVA,18.63
Dec-03,PONTE NOVA,0
Jan-04,PONTE NOVA,17.44
Feb-04,PONTE NOVA,22.5
Mar-04,PONTE NOVA,23.48
Apr-04,PONTE NOVA,22.38
May-04,PONTE NOVA,20.96
Jun-04,PONTE NOVA,23.65
Jul-04,PONTE NOVA,24.47
Aug-04,PONTE NOVA,0
Sep-04,PONTE NOVA,20.91
Oct-04,PONTE NOVA,20.74
Nov-04,PONTE NOVA,19.9
Dec-04,PONTE NOVA,23.83
Jan-05,PONTE NOVA,30.9
Feb-05,PONTE NOVA,33.71
Mar-05,PONTE NOVA,39.74
Apr-05,PONTE NOVA,44.03
May-05,PONTE NOVA,46.26
Jun-05,PONTE NOVA,45.42
Jul-05,PONTE NOVA,43.07
Aug-05,PONTE NOVA,38.8
Sep-05,PONTE NOVA,38.94
Oct-05,PONTE NOVA,40.55
Nov-05,PONTE NOVA,42.38
Dec-05,PONTE NOVA,49.1
Feb-06,PONTE NOVA,54.76
Mar-06,PONTE NOVA,61.54
Apr-06,PONTE NOVA,67.97
May-06,PONTE NOVA,0
Jul-06,PONTE NOVA,0
Dec-06,PONTE NOVA,0
Mar-07,PONTE NOVA,75.69
Apr-07,PONTE NOVA,75.69
May-07,PONTE NOVA,75.69
Jun-07,PONTE NOVA,66.46
Jul-07,PONTE NOVA,64.17
Aug-07,PONTE NOVA,64.17
Sep-07,PONTE NOVA,64.17
Oct-07,PONTE NOVA,64.17
Nov-07,PONTE NOVA,52.36
Dec-07,PONTE NOVA,52.36
Jan-08,PONTE NOVA,52.36
Feb-08,PONTE NOVA,52.36
Mar-08,PONTE NOVA,52.36
Apr-08,PONTE NOVA,52.36
May-08,PONTE NOVA,52.36
Jun-08,PONTE NOVA,52.36
Jul-08,PONTE NOVA,43.62
Aug-08,PONTE NOVA,44.37
Sep-08,PONTE NOVA,44.37
Oct-08,PONTE NOVA,43.4
Nov-08,PONTE NOVA,41.43
Dec-08,PONTE NOVA,41.36
Jan-09,PONTE NOVA,42.45
Feb-09,PONTE NOVA,44.44
Mar-09,PONTE NOVA,44.93
Apr-09,PONTE NOVA,43.69
May-09,PONTE NOVA,43.69
Jun-09,PONTE NOVA,43.69
Jul-09,PONTE NOVA,43.69
Aug-09,PONTE NOVA,38.47
Sep-09,PONTE NOVA,39.74
Oct-09,PONTE NOVA,45.7
Nov-09,PONTE NOVA,49.25
Dec-09,PONTE NOVA,61.76
Jan-10,PONTE NOVA,74.62
Feb-10,PONTE NOVA,82.58
Mar-10,PONTE NOVA,93.41
Apr-10,PONTE NOVA,107.97
May-10,PONTE NOVA,104.98
Jun-10,PONTE NOVA,100.46
Jul-10,PONTE NOVA,94.75
Aug-10,PONTE NOVA,85.5
Sep-10,PONTE NOVA,78.86
Oct-10,PONTE NOVA,76.93
Nov-10,PONTE NOVA,74.78
Dec-10,PONTE NOVA,74.2
Jan-11,PONTE NOVA,87.24
Feb-11,PONTE NOVA,87.59
Mar-11,PONTE NOVA,92.78
Apr-11,PONTE NOVA,96.37
May-11,PONTE NOVA,97.09
Jun-11,PONTE NOVA,95.74
Jul-11,PONTE NOVA,91.81
Aug-11,PONTE NOVA,83.44
Sep-11,PONTE NOVA,76.02
Oct-11,PONTE NOVA,70.29
Nov-11,PONTE NOVA,65.74
Dec-11,PONTE NOVA,61.38
Jan-12,PONTE NOVA,66.53
Feb-12,PONTE NOVA,62.92
Mar-12,PONTE NOVA,58.02
Apr-12,PONTE NOVA,52.51
May-12,PONTE NOVA,48.25
Jun-12,PONTE NOVA,47.18
Jul-12,PONTE NOVA,45.84
Aug-12,PONTE NOVA,44.59
Sep-12,PONTE NOVA,42.72
Oct-12,PONTE NOVA,36.1
Nov-12,PONTE NOVA,31.31
Dec-12,PONTE NOVA,33.39
Jan-13,PONTE NOVA,41.09
Feb-13,PONTE NOVA,45.21
Mar-13,PONTE NOVA,53.46
Apr-13,PONTE NOVA,59.46
May-13,PONTE NOVA,60.68
Jun-13,PONTE NOVA,60.37
Jul-13,PONTE NOVA,63.47
Aug-13,PONTE NOVA,63.08
Sep-13,PONTE NOVA,61.38
Oct-13,PONTE NOVA,60.29
Nov-13,PONTE NOVA,56.14
Dec-13,PONTE NOVA,54.94
Jan-14,PONTE NOVA,50.69
Feb-14,PONTE NOVA,45.07
Mar-14,PONTE NOVA,41.83
Apr-14,PONTE NOVA,40.34
May-14,PONTE NOVA,35.9
Jun-14,PONTE NOVA,31.05
Jul-14,PONTE NOVA,24.17
Aug-14,PONTE NOVA,18.25
Sep-14,PONTE NOVA,12.84
Oct-14,PONTE NOVA,7.46
Nov-14,PONTE NOVA,3.38
Dec-14,PONTE NOVA,0
Jan-15,PONTE NOVA,9.25
Feb-15,PONTE NOVA,0
Mar-15,PONTE NOVA,0
Apr-15,PONTE NOVA,0
May-15,PONTE NOVA,5.2
Jun-15,PONTE NOVA,0
Jul-15,PONTE NOVA,0
Aug-15,PONTE NOVA,0
Sep-15,PONTE NOVA,0
Oct-15,PONTE NOVA,0
Nov-15,PONTE NOVA,0
Dec-15,PONTE NOVA,0
Jan-16,PONTE NOVA,0.23
Feb-16,PONTE NOVA,3.04
Mar-16,PONTE NOVA,10.9
Apr-16,PONTE NOVA,11.49
May-16,PONTE NOVA,12.74
Jun-16,PONTE NOVA,17.12
Jul-16,PONTE NOVA,17.55
Aug-16,PONTE NOVA,19.4
Sep-16,PONTE NOVA,20.18
Oct-16,PONTE NOVA,21.93
Nov-16,PONTE NOVA,25.29
Dec-16,PONTE NOVA,28.53
Jan-17,PONTE NOVA,35.84
Feb-17,PONTE NOVA,37.41
Mar-17,PONTE NOVA,39.4
Apr-17,PONTE NOVA,42.31
May-17,PONTE NOVA,45
Jun-17,PONTE NOVA,47.25
Jul-17,PONTE NOVA,47.54
Aug-17,PONTE NOVA,49.18
Sep-17,PONTE NOVA,48.6
Oct-17,PONTE NOVA,43.82
Nov-17,PONTE NOVA,42.59
Dec-17,PONTE NOVA,41.9
Jan-18,PONTE NOVA,45.35
Feb-18,PONTE NOVA,48.6
Mar-18,PONTE NOVA,53.46
Apr-18,PONTE NOVA,55.61
May-18,PONTE NOVA,56.06
Jun-18,PONTE NOVA,56.21
Jul-18,PONTE NOVA,56.06
Aug-18,PONTE NOVA,55.65
Sep-18,PONTE NOVA,51.78
Oct-18,PONTE NOVA,52.51
Nov-18,PONTE NOVA,51.27
Dec-18,PONTE NOVA,51.12
Jan-19,PONTE NOVA,49.46
Feb-19,PONTE NOVA,62.85
Mar-19,PONTE NOVA,81.39
Apr-19,PONTE NOVA,88.99
May-19,PONTE NOVA,95.2
Jun-19,PONTE NOVA,98.72
Jul-19,PONTE NOVA,101.01
Aug-19,PONTE NOVA,99.54
Sep-19,PONTE NOVA,96.37
Oct-19,PONTE NOVA,93.32
Nov-19,PONTE NOVA,90.48
Dec-19,PONTE NOVA,88.2
Jan-20,PONTE NOVA,91.19
Feb-20,PONTE NOVA,97.27
Mar-20,PONTE NOVA,98.72
Apr-20,PONTE NOVA,95.02
May-20,PONTE NOVA,92.61
Jun-20,PONTE NOVA,92.25
Jul-20,PONTE NOVA,88.63999939
Aug-20,PONTE NOVA,86.88999939
Sep-20,PONTE NOVA,83.01000214
Oct-20,PONTE NOVA,78.34999847
Nov-20,PONTE NOVA,76.01999664
Dec-20,PONTE NOVA,73.70999908
Jan-21,PONTE NOVA,73.45999908
Feb-21,PONTE NOVA,73.05999756
Mar-21,PONTE NOVA,71.83000183
Apr-21,PONTE NOVA,69.97000122
May-21,PONTE NOVA,67.08999634
Jun-21,PONTE NOVA,61.22000122
Jul-21,PONTE NOVA,56.43999863
Dec-03,PEIXE ANGICAL,0
Jan-04,PEIXE ANGICAL,0
Mar-04,PEIXE ANGICAL,0
Apr-04,PEIXE ANGICAL,0
May-04,PEIXE ANGICAL,0
Jun-04,PEIXE ANGICAL,0
Jul-04,PEIXE ANGICAL,0
Aug-04,PEIXE ANGICAL,0
Sep-04,PEIXE ANGICAL,0
Oct-04,PEIXE ANGICAL,0
Nov-04,PEIXE ANGICAL,0
Dec-04,PEIXE ANGICAL,0
Jan-05,PEIXE ANGICAL,0
Feb-05,PEIXE ANGICAL,0
Mar-05,PEIXE ANGICAL,0
Apr-05,PEIXE ANGICAL,0
May-05,PEIXE ANGICAL,0
Jun-05,PEIXE ANGICAL,0
Jul-05,PEIXE ANGICAL,0
Aug-05,PEIXE ANGICAL,0
Oct-05,PEIXE ANGICAL,0
Nov-05,PEIXE ANGICAL,0
Mar-06,PEIXE ANGICAL,79.7
Apr-06,PEIXE ANGICAL,90.87
May-06,PEIXE ANGICAL,85.02
Jun-06,PEIXE ANGICAL,94.61
Jul-06,PEIXE ANGICAL,90.87
Aug-06,PEIXE ANGICAL,63.16
Sep-06,PEIXE ANGICAL,69.85
Oct-06,PEIXE ANGICAL,100
Nov-06,PEIXE ANGICAL,97.3
Dec-06,PEIXE ANGICAL,40.54
Jan-07,PEIXE ANGICAL,53.01
Feb-07,PEIXE ANGICAL,84.49
Mar-07,PEIXE ANGICAL,58.07
Apr-07,PEIXE ANGICAL,78.7
May-07,PEIXE ANGICAL,97.84
Jun-07,PEIXE ANGICAL,85.02
Jul-07,PEIXE ANGICAL,58.57
Aug-07,PEIXE ANGICAL,67.78
Sep-07,PEIXE ANGICAL,62.65
Oct-07,PEIXE ANGICAL,33.67
Nov-07,PEIXE ANGICAL,49.99
Dec-07,PEIXE ANGICAL,37.1
Jan-08,PEIXE ANGICAL,40.54
Feb-08,PEIXE ANGICAL,54.02
Mar-08,PEIXE ANGICAL,67.78
Apr-08,PEIXE ANGICAL,53.01
May-08,PEIXE ANGICAL,43.02
Jun-08,PEIXE ANGICAL,42.03
Jul-08,PEIXE ANGICAL,48.49
Aug-08,PEIXE ANGICAL,62.65
Sep-08,PEIXE ANGICAL,58.06
Oct-08,PEIXE ANGICAL,30.26
Nov-08,PEIXE ANGICAL,59.08
Dec-08,PEIXE ANGICAL,66.24
Jan-09,PEIXE ANGICAL,60.1
Feb-09,PEIXE ANGICAL,37.1
Mar-09,PEIXE ANGICAL,75.04
Apr-09,PEIXE ANGICAL,91.93
May-09,PEIXE ANGICAL,45
Jun-09,PEIXE ANGICAL,52
Jul-09,PEIXE ANGICAL,46
Aug-09,PEIXE ANGICAL,45.5
Sep-09,PEIXE ANGICAL,37.59
Oct-09,PEIXE ANGICAL,85.55
Nov-09,PEIXE ANGICAL,70.88
Dec-09,PEIXE ANGICAL,72.44
Jan-10,PEIXE ANGICAL,85.55
Feb-10,PEIXE ANGICAL,62.65
Mar-10,PEIXE ANGICAL,91.4
Apr-10,PEIXE ANGICAL,80.27
May-10,PEIXE ANGICAL,59.08
Jun-10,PEIXE ANGICAL,58.57
Jul-10,PEIXE ANGICAL,79.22
Aug-10,PEIXE ANGICAL,46.99
Sep-10,PEIXE ANGICAL,41.04
Oct-10,PEIXE ANGICAL,36.12
Nov-10,PEIXE ANGICAL,66.76
Dec-10,PEIXE ANGICAL,59.08
Jan-11,PEIXE ANGICAL,56.04
Feb-11,PEIXE ANGICAL,81.85
Mar-11,PEIXE ANGICAL,91.4
Apr-11,PEIXE ANGICAL,79.22
May-11,PEIXE ANGICAL,71.4
Jun-11,PEIXE ANGICAL,42.52
Jul-11,PEIXE ANGICAL,57.05
Aug-11,PEIXE ANGICAL,28.81
Sep-11,PEIXE ANGICAL,39.06
Oct-11,PEIXE ANGICAL,40.54
Nov-11,PEIXE ANGICAL,83.96
Dec-11,PEIXE ANGICAL,68.3
Jan-12,PEIXE ANGICAL,77.65
Feb-12,PEIXE ANGICAL,86.61
Mar-12,PEIXE ANGICAL,49.99
Apr-12,PEIXE ANGICAL,42.03
May-12,PEIXE ANGICAL,59.08
Jun-12,PEIXE ANGICAL,43.02
Jul-12,PEIXE ANGICAL,33.67
Aug-12,PEIXE ANGICAL,32.7
Sep-12,PEIXE ANGICAL,46.99
Oct-12,PEIXE ANGICAL,56.04
Nov-12,PEIXE ANGICAL,84.49
Dec-12,PEIXE ANGICAL,55.53
Jan-13,PEIXE ANGICAL,91.4
Feb-13,PEIXE ANGICAL,45
Mar-13,PEIXE ANGICAL,90.87
Apr-13,PEIXE ANGICAL,34.16
May-13,PEIXE ANGICAL,68.82
Jun-13,PEIXE ANGICAL,64.19
Jul-13,PEIXE ANGICAL,54.02
Aug-13,PEIXE ANGICAL,25.91
Sep-13,PEIXE ANGICAL,18.73
Oct-13,PEIXE ANGICAL,58.57
Nov-13,PEIXE ANGICAL,30.26
Dec-13,PEIXE ANGICAL,80.8
Jan-14,PEIXE ANGICAL,61.12
Feb-14,PEIXE ANGICAL,87.14
Mar-14,PEIXE ANGICAL,96.22
Apr-14,PEIXE ANGICAL,74
May-14,PEIXE ANGICAL,31.24
Jun-14,PEIXE ANGICAL,51.5
Jul-14,PEIXE ANGICAL,48.49
Aug-14,PEIXE ANGICAL,38.57
Sep-14,PEIXE ANGICAL,37.59
Oct-14,PEIXE ANGICAL,33.18
Nov-14,PEIXE ANGICAL,46.5
Dec-14,PEIXE ANGICAL,28.81
Jan-15,PEIXE ANGICAL,33.67
Feb-15,PEIXE ANGICAL,48.49
Mar-15,PEIXE ANGICAL,66.24
Apr-15,PEIXE ANGICAL,88.73
May-15,PEIXE ANGICAL,40.54
Jun-15,PEIXE ANGICAL,50.5
Jul-15,PEIXE ANGICAL,46.99
Aug-15,PEIXE ANGICAL,31.72
Sep-15,PEIXE ANGICAL,48.99
Oct-15,PEIXE ANGICAL,48.49
Nov-15,PEIXE ANGICAL,40.54
Dec-15,PEIXE ANGICAL,34.16
Jan-16,PEIXE ANGICAL,86.08
Feb-16,PEIXE ANGICAL,45
Mar-16,PEIXE ANGICAL,30.26
Apr-16,PEIXE ANGICAL,37.1
May-16,PEIXE ANGICAL,23.51
Jun-16,PEIXE ANGICAL,38.08
Jul-16,PEIXE ANGICAL,41.53
Aug-16,PEIXE ANGICAL,44.5
Sep-16,PEIXE ANGICAL,35.14
Oct-16,PEIXE ANGICAL,39.56
Nov-16,PEIXE ANGICAL,27.84
Dec-16,PEIXE ANGICAL,27.84
Jan-17,PEIXE ANGICAL,30.26
Feb-17,PEIXE ANGICAL,30.75
Mar-17,PEIXE ANGICAL,63.67
Apr-17,PEIXE ANGICAL,84.49
May-17,PEIXE ANGICAL,71.92
Jun-17,PEIXE ANGICAL,49.49
Jul-17,PEIXE ANGICAL,70.89
Aug-17,PEIXE ANGICAL,75.04
Sep-17,PEIXE ANGICAL,50.5
Oct-17,PEIXE ANGICAL,44.01
Nov-17,PEIXE ANGICAL,64.19
Dec-17,PEIXE ANGICAL,56.54
Jan-18,PEIXE ANGICAL,61.63
Feb-18,PEIXE ANGICAL,68.3
Mar-18,PEIXE ANGICAL,89.8
Apr-18,PEIXE ANGICAL,57.56
May-18,PEIXE ANGICAL,75.56
Jun-18,PEIXE ANGICAL,57.05
Jul-18,PEIXE ANGICAL,64.19
Aug-18,PEIXE ANGICAL,58.07
Sep-18,PEIXE ANGICAL,33.18
Oct-18,PEIXE ANGICAL,46.99
Nov-18,PEIXE ANGICAL,16.83
Dec-18,PEIXE ANGICAL,54.02
Jan-19,PEIXE ANGICAL,42.52
Feb-19,PEIXE ANGICAL,52
Mar-19,PEIXE ANGICAL,96.22
Apr-19,PEIXE ANGICAL,91.4
May-19,PEIXE ANGICAL,75.56
Jun-19,PEIXE ANGICAL,66.76
Jul-19,PEIXE ANGICAL,65.73
Aug-19,PEIXE ANGICAL,61.63
Sep-19,PEIXE ANGICAL,46.5
Oct-19,PEIXE ANGICAL,39.56
Nov-19,PEIXE ANGICAL,45
Dec-19,PEIXE ANGICAL,31.24
Jan-20,PEIXE ANGICAL,52
Feb-20,PEIXE ANGICAL,49.99
Mar-20,PEIXE ANGICAL,88.2
Apr-20,PEIXE ANGICAL,86.08
May-20,PEIXE ANGICAL,75.56
Jun-20,PEIXE ANGICAL,66.76
Jul-20,PEIXE ANGICAL,51.5
Aug-20,PEIXE ANGICAL,54.02000046
Sep-20,PEIXE ANGICAL,30.26000023
Oct-20,PEIXE ANGICAL,29.29000092
Nov-20,PEIXE ANGICAL,84.48999786
Dec-20,PEIXE ANGICAL,62.65000153
Jan-21,PEIXE ANGICAL,92.47000122
Feb-21,PEIXE ANGICAL,85.55000305
Mar-21,PEIXE ANGICAL,59.59000015
Apr-21,PEIXE ANGICAL,66.23999786
May-21,PEIXE ANGICAL,77.65000153
Jun-21,PEIXE ANGICAL,69.33000183
Jul-21,PEIXE ANGICAL,66.75
Jan-99,PARAIBUNA,56.56
Feb-99,PARAIBUNA,66.07
Mar-99,PARAIBUNA,72.05
Apr-99,PARAIBUNA,75.39
May-99,PARAIBUNA,74.86
Jun-99,PARAIBUNA,73.23
Jul-99,PARAIBUNA,71.92
Aug-99,PARAIBUNA,65.48
Sep-99,PARAIBUNA,59.34
Oct-99,PARAIBUNA,52.79
Nov-99,PARAIBUNA,45.82
Dec-99,PARAIBUNA,40.48
Jan-00,PARAIBUNA,50.1
Feb-00,PARAIBUNA,56.84
Mar-00,PARAIBUNA,63.19
Apr-00,PARAIBUNA,66.81
May-00,PARAIBUNA,62.45
Jun-00,PARAIBUNA,56.06
Jul-00,PARAIBUNA,49.35
Aug-00,PARAIBUNA,41.7
Sep-00,PARAIBUNA,36.53
Oct-00,PARAIBUNA,33.94
