Month,Reservoir,Vol_Uti_percent
Apr-20,MARIMBONDO,79.3
May-20,MARIMBONDO,52.21
Jun-20,MARIMBONDO,38.4
Jul-20,MARIMBONDO,38.59999847
Aug-20,MARIMBONDO,29.78000069
Sep-20,MARIMBONDO,18.32999992
Oct-20,MARIMBONDO,7.0999999
Nov-20,MARIMBONDO,3.18000007
Dec-20,MARIMBONDO,13.85000038
Jan-21,MARIMBONDO,22.04999924
Feb-21,MARIMBONDO,18.46999931
Mar-21,MARIMBONDO,16.45000076
Apr-21,MARIMBONDO,12.46000004
May-21,MARIMBONDO,6.63999987
Jun-21,MARIMBONDO,11.53999996
Jul-21,MARIMBONDO,12.21000004
Mar-01,MANSO,0
Apr-01,MANSO,3.63
May-01,MANSO,4.51
Jun-01,MANSO,2.94
Jul-01,MANSO,0.69
Aug-01,MANSO,0
Sep-01,MANSO,0
Oct-01,MANSO,0
Nov-01,MANSO,6.18
Dec-01,MANSO,47.92
Jan-02,MANSO,69.87
Feb-02,MANSO,92.2
Mar-02,MANSO,106.71
Apr-02,MANSO,99.87
May-02,MANSO,97.68
Jun-02,MANSO,93.42
Jul-02,MANSO,85.92
Aug-02,MANSO,77.38
Sep-02,MANSO,60.73
Oct-02,MANSO,44.81
Nov-02,MANSO,43.03
Dec-02,MANSO,45.7
Jan-03,MANSO,64.92
Feb-03,MANSO,77.61
Mar-03,MANSO,90.5
Apr-03,MANSO,90.62
May-03,MANSO,83.43
Jun-03,MANSO,76.07
Jul-03,MANSO,67.2
Aug-03,MANSO,58.18
Sep-03,MANSO,52.17
Oct-03,MANSO,48.37
Nov-03,MANSO,43.92
Dec-03,MANSO,43.58
Jan-04,MANSO,69.99
Feb-04,MANSO,97.44
Mar-04,MANSO,90.25
Apr-04,MANSO,89.4
May-04,MANSO,83.66
Jun-04,MANSO,75.7
Jul-04,MANSO,69.23
Aug-04,MANSO,60.96
Sep-04,MANSO,53.67
Oct-04,MANSO,49.92
Nov-04,MANSO,50.15
Dec-04,MANSO,51.48
Jan-05,MANSO,72.02
Feb-05,MANSO,75.19
Mar-05,MANSO,87.22
Apr-05,MANSO,87.82
May-05,MANSO,83.31
Jun-05,MANSO,77.61
Jul-05,MANSO,70.25
Aug-05,MANSO,62.35
Sep-05,MANSO,55.75
Oct-05,MANSO,51.37
Nov-05,MANSO,49.92
Dec-05,MANSO,63.53
Jan-06,MANSO,82.83
Feb-06,MANSO,95.98
Mar-06,MANSO,101.71
Apr-06,MANSO,98.05
May-06,MANSO,92.32
Jun-06,MANSO,85.8
Jul-06,MANSO,78.56
Aug-06,MANSO,71.01
Sep-06,MANSO,64.42
Oct-06,MANSO,62.58
Nov-06,MANSO,56.56
Dec-06,MANSO,61.43
Jan-07,MANSO,68.35
Feb-07,MANSO,85.09
Mar-07,MANSO,91.96
Apr-07,MANSO,88.31
May-07,MANSO,83.07
Jun-07,MANSO,77.14
Jul-07,MANSO,70.63
Aug-07,MANSO,62.58
Sep-07,MANSO,54.83
Oct-07,MANSO,49.7
Nov-07,MANSO,51.82
Dec-07,MANSO,61.19
Jan-08,MANSO,82.01
Feb-08,MANSO,94.76
Mar-08,MANSO,92.21
Apr-08,MANSO,92.81
May-08,MANSO,88.31
Jun-08,MANSO,82.48
Jul-08,MANSO,74.81
Aug-08,MANSO,66.7
Sep-08,MANSO,58.42
Oct-08,MANSO,50.59
Nov-08,MANSO,46.36
Dec-08,MANSO,56.56
Jan-09,MANSO,55.18
Feb-09,MANSO,74.94
Mar-09,MANSO,93.55
Apr-09,MANSO,91.52
May-09,MANSO,83.29
Jun-09,MANSO,78.37
Jul-09,MANSO,71.54
Aug-09,MANSO,64.62
Sep-09,MANSO,58.37
Oct-09,MANSO,52.24
Nov-09,MANSO,48.37
Dec-09,MANSO,53.67
Jan-10,MANSO,65.81
Feb-10,MANSO,80.7
Mar-10,MANSO,89.16
Apr-10,MANSO,87.58
May-10,MANSO,82.36
Jun-10,MANSO,75.83
Jul-10,MANSO,65.18
Aug-10,MANSO,56.68
Sep-10,MANSO,48.34
Oct-10,MANSO,41.58
Nov-10,MANSO,40.8
Dec-10,MANSO,38.44
Jan-11,MANSO,51.48
Feb-11,MANSO,68.86
Mar-11,MANSO,85.8
Apr-11,MANSO,84.14
May-11,MANSO,78.45
Jun-11,MANSO,72.15
Jul-11,MANSO,64.42
Aug-11,MANSO,57.03
Sep-11,MANSO,50.12
Oct-11,MANSO,45.92
Nov-11,MANSO,43.36
Dec-11,MANSO,45.47
Jan-12,MANSO,73.17
Feb-12,MANSO,78.56
Mar-12,MANSO,79.4
Apr-12,MANSO,77.73
May-12,MANSO,76.19
Jun-12,MANSO,71.9
Jul-12,MANSO,64.17
Aug-12,MANSO,55.99
Sep-12,MANSO,49.14
Oct-12,MANSO,42.69
Nov-12,MANSO,42.8
Dec-12,MANSO,42.69
Jan-13,MANSO,72.02
Feb-13,MANSO,78.92
Mar-13,MANSO,93.55
Apr-13,MANSO,92.45
May-13,MANSO,89.16
Jun-13,MANSO,85.92
Jul-13,MANSO,80.11
Aug-13,MANSO,72.53
Sep-13,MANSO,65.56
Oct-13,MANSO,59.92
Nov-13,MANSO,59.81
Dec-13,MANSO,67.84
Jan-14,MANSO,78.68
Feb-14,MANSO,95.01
Mar-14,MANSO,93.18
Apr-14,MANSO,94.4
May-14,MANSO,92.94
Jun-14,MANSO,88.55
Jul-14,MANSO,83.19
Aug-14,MANSO,76.9
Sep-14,MANSO,70
Oct-14,MANSO,61.77
Nov-14,MANSO,59.23
Dec-14,MANSO,76.9
Jan-15,MANSO,58.65
Feb-15,MANSO,68.86
Mar-15,MANSO,84.02
Apr-15,MANSO,94.76
May-15,MANSO,92.33
Jun-15,MANSO,86.87
Jul-15,MANSO,80.58
Aug-15,MANSO,72.4
Sep-15,MANSO,63.53
Oct-15,MANSO,55.75
Nov-15,MANSO,52.4
Dec-15,MANSO,49.03
Jan-16,MANSO,75.7
Feb-16,MANSO,77.85
Mar-16,MANSO,90.99
Apr-16,MANSO,88.55
May-16,MANSO,83.43
Jun-16,MANSO,77.5
Jul-16,MANSO,70.5
Aug-16,MANSO,63.53
Sep-16,MANSO,57.14
Oct-16,MANSO,53.32
Nov-16,MANSO,55.18
Dec-16,MANSO,57.03
Jan-17,MANSO,66.07
Feb-17,MANSO,83.43
Mar-17,MANSO,93.06
Apr-17,MANSO,93.42
May-17,MANSO,92.57
Jun-17,MANSO,86.99
Jul-17,MANSO,80.46
Aug-17,MANSO,73.42
Sep-17,MANSO,65.56
Oct-17,MANSO,58.07
Nov-17,MANSO,57.14
Dec-17,MANSO,65.43
Jan-18,MANSO,66.45
Feb-18,MANSO,78.8
Mar-18,MANSO,79.8
Apr-18,MANSO,83.07
May-18,MANSO,79.73
Jun-18,MANSO,74.28
Jul-18,MANSO,67.71
Aug-18,MANSO,60.45
Sep-18,MANSO,54.25
Oct-18,MANSO,50.61
Nov-18,MANSO,52.74
Dec-18,MANSO,56.1
Jan-19,MANSO,58.93
Feb-19,MANSO,72.56
Mar-19,MANSO,83.64
Apr-19,MANSO,89.48
May-19,MANSO,86.8
Jun-19,MANSO,81.32
Jul-19,MANSO,74.58
Aug-19,MANSO,66.98
Sep-19,MANSO,60.06
Oct-19,MANSO,54.34
Nov-19,MANSO,50.43
Dec-19,MANSO,52.05
Jan-20,MANSO,51.87
Feb-20,MANSO,73.04
Mar-20,MANSO,75.7
Apr-20,MANSO,73.8
May-20,MANSO,68.55
Jun-20,MANSO,61.61
Jul-20,MANSO,53.65000153
Aug-20,MANSO,45.34000015
Sep-20,MANSO,37.20000076
Oct-20,MANSO,30.19000053
Nov-20,MANSO,24.13999939
Dec-20,MANSO,21.73999977
Jan-21,MANSO,22.45000076
Feb-21,MANSO,30.75
Mar-21,MANSO,46.29999924
Apr-21,MANSO,42.90999985
May-21,MANSO,36.45000076
Jun-21,MANSO,28.92000008
Jul-21,MANSO,24.13999939
Jan-99,M. MORAES,90.12
Feb-99,M. MORAES,92.92
Mar-99,M. MORAES,95.08
Apr-99,M. MORAES,86.94
May-99,M. MORAES,87.22
Jun-99,M. MORAES,88.15
Jul-99,M. MORAES,79.25
Aug-99,M. MORAES,87.22
Sep-99,M. MORAES,89.56
Oct-99,M. MORAES,94.29
Nov-99,M. MORAES,80.45
Dec-99,M. MORAES,65.62
Jan-00,M. MORAES,94.68
Feb-00,M. MORAES,78.24
Mar-00,M. MORAES,81.01
Apr-00,M. MORAES,89.46
May-00,M. MORAES,95.55
Jun-00,M. MORAES,82.49
Jul-00,M. MORAES,75.11
Aug-00,M. MORAES,77.32
Sep-00,M. MORAES,77.32
Oct-00,M. MORAES,86.29
Nov-00,M. MORAES,75.39
Dec-00,M. MORAES,76.77
Jan-01,M. MORAES,83.33
Feb-01,M. MORAES,86.57
Mar-01,M. MORAES,79.07
Apr-01,M. MORAES,75.2
May-01,M. MORAES,73.36
Jun-01,M. MORAES,70.15
Jul-01,M. MORAES,73.73
Aug-01,M. MORAES,76.03
Sep-01,M. MORAES,75.85
Oct-01,M. MORAES,73.87
Nov-01,M. MORAES,75.09
Dec-01,M. MORAES,77.69
Jan-02,M. MORAES,77.5
Feb-02,M. MORAES,91.39
Mar-02,M. MORAES,86.94
Apr-02,M. MORAES,78.61
May-02,M. MORAES,77.32
Jun-02,M. MORAES,80.82
Jul-02,M. MORAES,82.03
Aug-02,M. MORAES,94
Sep-02,M. MORAES,78.61
Oct-02,M. MORAES,79.9
Nov-02,M. MORAES,86.02
Dec-02,M. MORAES,74.84
Jan-03,M. MORAES,85
Feb-03,M. MORAES,94.87
Mar-03,M. MORAES,94.48
Apr-03,M. MORAES,90.33
May-03,M. MORAES,91.87
Jun-03,M. MORAES,80.17
Jul-03,M. MORAES,83.23
Aug-03,M. MORAES,92.16
Sep-03,M. MORAES,93.23
Oct-03,M. MORAES,97.58
Nov-03,M. MORAES,92.16
Dec-03,M. MORAES,76.95
Jan-04,M. MORAES,90.91
Feb-04,M. MORAES,95.45
Mar-04,M. MORAES,90.42
Apr-04,M. MORAES,90.91
May-04,M. MORAES,92.94
Jun-04,M. MORAES,87.87
Jul-04,M. MORAES,78.06
Aug-04,M. MORAES,92.94
Sep-04,M. MORAES,88.24
Oct-04,M. MORAES,76.49
Nov-04,M. MORAES,86.94
Dec-04,M. MORAES,93.42
Jan-05,M. MORAES,94.19
Feb-05,M. MORAES,97.29
Mar-05,M. MORAES,93.13
Apr-05,M. MORAES,95.06
May-05,M. MORAES,93.61
Jun-05,M. MORAES,80.08
Jul-05,M. MORAES,79.8
Aug-05,M. MORAES,91.2
Sep-05,M. MORAES,80.55
Oct-05,M. MORAES,81.29
Nov-05,M. MORAES,83.79
Dec-05,M. MORAES,80.73
Jan-06,M. MORAES,90.42
Feb-06,M. MORAES,93.13
Mar-06,M. MORAES,95.16
Apr-06,M. MORAES,89.36
May-06,M. MORAES,83.05
Jun-06,M. MORAES,95.26
Jul-06,M. MORAES,96.42
Aug-06,M. MORAES,76.31
Sep-06,M. MORAES,79.8
Oct-06,M. MORAES,85.83
Nov-06,M. MORAES,87.13
Dec-06,M. MORAES,87.87
Jan-07,M. MORAES,91.2
Feb-07,M. MORAES,95.74
Mar-07,M. MORAES,92.55
Apr-07,M. MORAES,79.44
May-07,M. MORAES,81.38
Jun-07,M. MORAES,80.17
Jul-07,M. MORAES,78.24
Aug-07,M. MORAES,86.57
Sep-07,M. MORAES,86.39
Oct-07,M. MORAES,80.82
Nov-07,M. MORAES,87.41
Dec-07,M. MORAES,95.74
Jan-08,M. MORAES,96.9
Feb-08,M. MORAES,82.21
Mar-08,M. MORAES,86.2
Apr-08,M. MORAES,96.32
May-08,M. MORAES,92.65
Jun-08,M. MORAES,82.77
Jul-08,M. MORAES,83.98
Aug-08,M. MORAES,79.53
Sep-08,M. MORAES,80.45
Oct-08,M. MORAES,78.79
Nov-08,M. MORAES,82.86
Dec-08,M. MORAES,86.85
Jan-09,M. MORAES,90.33
Feb-09,M. MORAES,89.17
Mar-09,M. MORAES,91.58
Apr-09,M. MORAES,97.67
May-09,M. MORAES,85.92
Jun-09,M. MORAES,81.94
Jul-09,M. MORAES,83.05
Aug-09,M. MORAES,83.88
Sep-09,M. MORAES,81.56
Oct-09,M. MORAES,90.62
Nov-09,M. MORAES,94.87
Dec-09,M. MORAES,87.96
Jan-10,M. MORAES,88.43
Feb-10,M. MORAES,94.19
Mar-10,M. MORAES,97.67
Apr-10,M. MORAES,97.58
May-10,M. MORAES,81.01
Jun-10,M. MORAES,87.78
Jul-10,M. MORAES,81.38
Aug-10,M. MORAES,85.46
Sep-10,M. MORAES,79.25
Oct-10,M. MORAES,81.47
Nov-10,M. MORAES,80.45
Dec-10,M. MORAES,85.74
Jan-11,M. MORAES,89.46
Feb-11,M. MORAES,81.01
Mar-11,M. MORAES,97.09
Apr-11,M. MORAES,98.74
May-11,M. MORAES,90.62
Jun-11,M. MORAES,92.94
Jul-11,M. MORAES,84.35
Aug-11,M. MORAES,81.19
Sep-11,M. MORAES,80.73
Oct-11,M. MORAES,77.96
Nov-11,M. MORAES,80.27
Dec-11,M. MORAES,83.51
Jan-12,M. MORAES,87.41
Feb-12,M. MORAES,91
Mar-12,M. MORAES,88.06
Apr-12,M. MORAES,93.32
May-12,M. MORAES,99.51
Jun-12,M. MORAES,91.29
Jul-12,M. MORAES,83.14
Aug-12,M. MORAES,76.49
Sep-12,M. MORAES,79.71
Oct-12,M. MORAES,89.84
Nov-12,M. MORAES,79.8
Dec-12,M. MORAES,73.82
Jan-13,M. MORAES,81.75
Feb-13,M. MORAES,80.36
Mar-13,M. MORAES,80.36
Apr-13,M. MORAES,81.19
May-13,M. MORAES,84.07
Jun-13,M. MORAES,89.65
Jul-13,M. MORAES,92.55
Aug-13,M. MORAES,97.38
Sep-13,M. MORAES,89.55
Oct-13,M. MORAES,87.31
Nov-13,M. MORAES,85.74
Dec-13,M. MORAES,86.29
Jan-14,M. MORAES,74.93
Feb-14,M. MORAES,75.57
Mar-14,M. MORAES,75.94
Apr-14,M. MORAES,75.2
May-14,M. MORAES,74.19
Jun-14,M. MORAES,73.36
Jul-14,M. MORAES,75.48
Aug-14,M. MORAES,69.7
Sep-14,M. MORAES,43.9
Oct-14,M. MORAES,28.64
Nov-14,M. MORAES,12.97
Dec-14,M. MORAES,19.55
Jan-15,M. MORAES,22.55
Feb-15,M. MORAES,21.26
Mar-15,M. MORAES,23.4
Apr-15,M. MORAES,25.47
May-15,M. MORAES,28.93
Jun-15,M. MORAES,31.16
Jul-15,M. MORAES,32.46
Aug-15,M. MORAES,26.55
Sep-15,M. MORAES,22.19
Oct-15,M. MORAES,21.33
Nov-15,M. MORAES,22.47
Dec-15,M. MORAES,37.5
Jan-16,M. MORAES,58.22
Feb-16,M. MORAES,65.26
Mar-16,M. MORAES,90.42
Apr-16,M. MORAES,88.89
May-16,M. MORAES,85
Jun-16,M. MORAES,81.94
Jul-16,M. MORAES,74.74
Aug-16,M. MORAES,75.85
Sep-16,M. MORAES,63.81
Oct-16,M. MORAES,68.43
Nov-16,M. MORAES,76.49
Dec-16,M. MORAES,75.57
Jan-17,M. MORAES,77.5
Feb-17,M. MORAES,72.9
Mar-17,M. MORAES,55.68
Apr-17,M. MORAES,48.58
May-17,M. MORAES,54.49
Jun-17,M. MORAES,60.05
Jul-17,M. MORAES,56.71
Aug-17,M. MORAES,58.38
Sep-17,M. MORAES,47.94
Oct-17,M. MORAES,34.04
Nov-17,M. MORAES,22.9
Dec-17,M. MORAES,23.83
Jan-18,M. MORAES,33.68
Feb-18,M. MORAES,33.25
Mar-18,M. MORAES,27.06
Apr-18,M. MORAES,26.26
May-18,M. MORAES,28.5
Jun-18,M. MORAES,27.06
Jul-18,M. MORAES,13.75
Aug-18,M. MORAES,11.67
Sep-18,M. MORAES,12.06
Oct-18,M. MORAES,12.58
Nov-18,M. MORAES,21.98
Dec-18,M. MORAES,22.33
Jan-19,M. MORAES,25.18
Feb-19,M. MORAES,34.33
Mar-19,M. MORAES,39.15
Apr-19,M. MORAES,28.71
May-19,M. MORAES,19.27
Jun-19,M. MORAES,24.33
Jul-19,M. MORAES,30.08
Aug-19,M. MORAES,38.86
Sep-19,M. MORAES,46.71
Oct-19,M. MORAES,42.97
Nov-19,M. MORAES,33.82
Dec-19,M. MORAES,37.28
Jan-20,M. MORAES,51.18
Feb-20,M. MORAES,68.79
Mar-20,M. MORAES,74.65
Apr-20,M. MORAES,70.06
May-20,M. MORAES,80.92
Jun-20,M. MORAES,84.07
Jul-20,M. MORAES,53.25999832
Aug-20,M. MORAES,44.70000076
Sep-20,M. MORAES,40.22999954
Oct-20,M. MORAES,28.35000038
Nov-20,M. MORAES,32.66999817
Dec-20,M. MORAES,38.36000061
Jan-21,M. MORAES,29.43000031
Feb-21,M. MORAES,34.40000153
Mar-21,M. MORAES,45.84999847
Apr-21,M. MORAES,50.95999908
May-21,M. MORAES,57.11000061
Jun-21,M. MORAES,48.29999924
Jul-21,M. MORAES,42.25
Jan-99,LAJES,0
Feb-99,LAJES,0
Sep-99,LAJES,0
Dec-99,LAJES,47.01
Jan-00,LAJES,0
Feb-00,LAJES,0
Mar-00,LAJES,0
Apr-00,LAJES,65.21
May-00,LAJES,64.56
Jun-00,LAJES,57.72
Jul-00,LAJES,50.42
Aug-00,LAJES,41.59
Sep-00,LAJES,37.39
Oct-00,LAJES,35.9
Nov-00,LAJES,38.65
Dec-00,LAJES,44.49
Jan-01,LAJES,50.5
Feb-01,LAJES,56.79
Mar-01,LAJES,59.79
Apr-01,LAJES,59.79
May-01,LAJES,57.23
Jun-01,LAJES,53.2
Jul-01,LAJES,50.14
Aug-01,LAJES,45.93
Sep-01,LAJES,42.33
Oct-01,LAJES,41.44
Nov-01,LAJES,42.22
Dec-01,LAJES,47.95
Jan-02,LAJES,54.72
Feb-02,LAJES,60.96
Mar-02,LAJES,65.16
Apr-02,LAJES,67.18
May-02,LAJES,65.16
Jun-02,LAJES,56.08
Jul-02,LAJES,54.72
Aug-02,LAJES,52.98
Sep-02,LAJES,49.53
Oct-02,LAJES,46.31
Nov-02,LAJES,48.03
Dec-02,LAJES,57.76
Jan-03,LAJES,88.28
Feb-03,LAJES,90.68
Mar-03,LAJES,97.48
Apr-03,LAJES,96.71
May-03,LAJES,94.57
Jun-03,LAJES,91.26
Jul-03,LAJES,90.35
Aug-03,LAJES,89.9
Sep-03,LAJES,90.03
Oct-03,LAJES,90.49
Nov-03,LAJES,89.51
Dec-03,LAJES,87.37
Jan-04,LAJES,87.3
Feb-04,LAJES,93.35
Mar-04,LAJES,93.02
Apr-04,LAJES,98.83
May-04,LAJES,99.17
Jun-04,LAJES,98.42
Jul-04,LAJES,96.19
Aug-04,LAJES,85.6
Sep-04,LAJES,75.84
Oct-04,LAJES,69.21
Nov-04,LAJES,70.41
Dec-04,LAJES,78.47
Jan-05,LAJES,79.72
Feb-05,LAJES,84.17
Mar-05,LAJES,91.39
Apr-05,LAJES,95.24
May-05,LAJES,97.07
Jun-05,LAJES,95.24
Jul-05,LAJES,89.64
Aug-05,LAJES,78.42
Sep-05,LAJES,70.94
Oct-05,LAJES,69.16
Nov-05,LAJES,74.6
Dec-05,LAJES,84.31
Jan-06,LAJES,81.38
Feb-06,LAJES,82.63
Mar-06,LAJES,81.76
Apr-06,LAJES,82.07
May-06,LAJES,78.6
Jun-06,LAJES,76.22
Jul-06,LAJES,70.88
Aug-06,LAJES,65.05
Sep-06,LAJES,63.57
Oct-06,LAJES,66.25
Nov-06,LAJES,72.94
Dec-06,LAJES,83.62
Jan-07,LAJES,84.18
Feb-07,LAJES,80.33
Mar-07,LAJES,79.08
Apr-07,LAJES,77.83
May-07,LAJES,75.86
Jun-07,LAJES,71.74
Jul-07,LAJES,66.63
Aug-07,LAJES,62.83
Sep-07,LAJES,60.95
Oct-07,LAJES,61.16
Nov-07,LAJES,62.51
Dec-07,LAJES,66.91
Jan-08,LAJES,74.14
Feb-08,LAJES,83.87
Mar-08,LAJES,89.72
Apr-08,LAJES,98.92
May-08,LAJES,100
Jun-08,LAJES,97.5
Jul-08,LAJES,89.92
Aug-08,LAJES,81.82
Sep-08,LAJES,73.57
Oct-08,LAJES,69.74
Nov-08,LAJES,70.08
Dec-08,LAJES,74.78
Jan-09,LAJES,81.45
Feb-09,LAJES,80.39
Mar-09,LAJES,78.84
Apr-09,LAJES,81.38
May-09,LAJES,81.32
Jun-09,LAJES,78.72
Jul-09,LAJES,75.5
Aug-09,LAJES,71.45
Sep-09,LAJES,69.34
Oct-09,LAJES,74.43
Nov-09,LAJES,77.77
Dec-09,LAJES,86.24
Jan-10,LAJES,90.24
Feb-10,LAJES,92.52
Mar-10,LAJES,98.04
Apr-10,LAJES,99.73
May-10,LAJES,98.04
Jun-10,LAJES,97.5
Jul-10,LAJES,94.25
Aug-10,LAJES,86.24
Sep-10,LAJES,78.01
Oct-10,LAJES,73.8
Nov-10,LAJES,74.84
Dec-10,LAJES,82.19
Jan-11,LAJES,83.07
Feb-11,LAJES,83.19
Mar-11,LAJES,91.02
Apr-11,LAJES,97.97
May-11,LAJES,99.32
Jun-11,LAJES,97.16
Jul-11,LAJES,90.96
Aug-11,LAJES,82.5
Sep-11,LAJES,74.96
Oct-11,LAJES,70.65
Nov-11,LAJES,66.36
Dec-11,LAJES,66.63
Jan-12,LAJES,76.45
Feb-12,LAJES,78.66
Mar-12,LAJES,81.94
Apr-12,LAJES,83.81
May-12,LAJES,85.74
Jun-12,LAJES,87.64
Jul-12,LAJES,87.12
Aug-12,LAJES,84.25
Sep-12,LAJES,81.14
Oct-12,LAJES,74.72
Nov-12,LAJES,69.79
Dec-12,LAJES,68.6
Jan-13,LAJES,92.78
Feb-13,LAJES,99.12
Mar-13,LAJES,102.39
Apr-13,LAJES,102.25
May-13,LAJES,99.59
Jun-13,LAJES,97.22
Jul-13,LAJES,96.14
Aug-13,LAJES,83.5
Sep-13,LAJES,78.72
Oct-13,LAJES,75.92
Nov-13,LAJES,78.13
Dec-13,LAJES,82.19
Jan-14,LAJES,82.13
Feb-14,LAJES,79.8
Mar-14,LAJES,80.95
Apr-14,LAJES,82.88
May-14,LAJES,81.76
Jun-14,LAJES,80.51
Jul-14,LAJES,78.66
Aug-14,LAJES,76.52
Sep-14,LAJES,73.91
Oct-14,LAJES,71.17
Nov-14,LAJES,71.45
Dec-14,LAJES,71.51
Jan-15,LAJES,68.22
Feb-15,LAJES,72.77
Mar-15,LAJES,78.78
Apr-15,LAJES,82.57
May-15,LAJES,83.87
Jun-15,LAJES,84.25
Jul-15,LAJES,82.32
Aug-15,LAJES,78.72
Sep-15,LAJES,77.29
Oct-15,LAJES,74.37
Nov-15,LAJES,74.09
Dec-15,LAJES,78.9
Jan-16,LAJES,89.79
Feb-16,LAJES,94.59
Mar-16,LAJES,99.39
Apr-16,LAJES,100.63
May-16,LAJES,99.87
Jun-16,LAJES,100.35
Jul-16,LAJES,97.7
Aug-16,LAJES,94.45
Sep-16,LAJES,89.46
Oct-16,LAJES,84.68
Nov-16,LAJES,85.99
Dec-16,LAJES,86.42
Jan-17,LAJES,84.99
Feb-17,LAJES,84.31
Mar-17,LAJES,88.23
Apr-17,LAJES,90.96
May-17,LAJES,92.06
Jun-17,LAJES,91.67
Jul-17,LAJES,91.28
Aug-17,LAJES,90.11
Sep-17,LAJES,88.29
Oct-17,LAJES,85.62
Nov-17,LAJES,84.25
Dec-17,LAJES,84.87
Jan-18,LAJES,94.92
Feb-18,LAJES,95.26
Mar-18,LAJES,102.11
Apr-18,LAJES,102.88
May-18,LAJES,101.47
Jun-18,LAJES,97.56
Jul-18,LAJES,92.52
Aug-18,LAJES,87.45
Sep-18,LAJES,84.06
Oct-18,LAJES,83.93
Nov-18,LAJES,86.24
Dec-18,LAJES,83.13
Jan-19,LAJES,78.84
Feb-19,LAJES,89.2
Mar-19,LAJES,98.17
Apr-19,LAJES,101.68
May-19,LAJES,101.05
Jun-19,LAJES,101.61
Jul-19,LAJES,98.65
Aug-19,LAJES,95.26
Sep-19,LAJES,89.98
Oct-19,LAJES,83.19
Nov-19,LAJES,84.62
Dec-19,LAJES,84.25
Jan-20,LAJES,86.8
Feb-20,LAJES,95.33
Mar-20,LAJES,97.29
Apr-20,LAJES,97.43
May-20,LAJES,97.5
Jun-20,LAJES,93.37
Jul-20,LAJES,92.65000153
Aug-20,LAJES,89.19999695
Sep-20,LAJES,87.25
Oct-20,LAJES,82.81999969
Nov-20,LAJES,81.56999969
Dec-20,LAJES,88.68000031
Jan-21,LAJES,80.76000214
Feb-21,LAJES,85.18000031
Mar-21,LAJES,86.98999786
Apr-21,LAJES,89.33000183
May-21,LAJES,90.18000031
Jun-21,LAJES,91.34999847
Jul-21,LAJES,91.27999878
Jan-99,JURUMIRIM,78.56
Feb-99,JURUMIRIM,83.37
Mar-99,JURUMIRIM,74.98
Apr-99,JURUMIRIM,74.99
May-99,JURUMIRIM,71.98
Jun-99,JURUMIRIM,74.07
Jul-99,JURUMIRIM,75.91
Aug-99,JURUMIRIM,66.31
Sep-99,JURUMIRIM,56.14
Oct-99,JURUMIRIM,41.52
Nov-99,JURUMIRIM,24.85
Dec-99,JURUMIRIM,19.32
Jan-00,JURUMIRIM,21.41
Feb-00,JURUMIRIM,30.27
Mar-00,JURUMIRIM,35.55
Apr-00,JURUMIRIM,31.07
May-00,JURUMIRIM,24.63
Jun-00,JURUMIRIM,18.88
Jul-00,JURUMIRIM,14.43
Aug-00,JURUMIRIM,14.75
Sep-00,JURUMIRIM,27.77
Oct-00,JURUMIRIM,28.79
Nov-00,JURUMIRIM,35.32
Dec-00,JURUMIRIM,47.97
Jan-01,JURUMIRIM,60.49
Feb-01,JURUMIRIM,79.36
Mar-01,JURUMIRIM,81.63
Apr-01,JURUMIRIM,76.97
May-01,JURUMIRIM,70.94
Jun-01,JURUMIRIM,69.9
Jul-01,JURUMIRIM,70.81
Aug-01,JURUMIRIM,70.17
Sep-01,JURUMIRIM,69.39
Oct-01,JURUMIRIM,78.7
Nov-01,JURUMIRIM,76.97
Dec-01,JURUMIRIM,81.37
Jan-02,JURUMIRIM,80.99
Feb-02,JURUMIRIM,81.8
Mar-02,JURUMIRIM,78.71
Apr-02,JURUMIRIM,66.39
May-02,JURUMIRIM,67.42
Jun-02,JURUMIRIM,64.08
Jul-02,JURUMIRIM,59.13
Aug-02,JURUMIRIM,54.14
Sep-02,JURUMIRIM,48.61
Oct-02,JURUMIRIM,42.59
Nov-02,JURUMIRIM,42.71
Dec-02,JURUMIRIM,47.88
Jan-03,JURUMIRIM,60.77
Feb-03,JURUMIRIM,81.8
Mar-03,JURUMIRIM,80.86
Apr-03,JURUMIRIM,79.92
May-03,JURUMIRIM,75.52
Jun-03,JURUMIRIM,71.71
Jul-03,JURUMIRIM,67.29
Aug-03,JURUMIRIM,58.75
Sep-03,JURUMIRIM,51.91
Oct-03,JURUMIRIM,48.49
Nov-03,JURUMIRIM,47.52
Dec-03,JURUMIRIM,48.85
Jan-04,JURUMIRIM,71.32
Feb-04,JURUMIRIM,77.51
Mar-04,JURUMIRIM,79.25
Apr-04,JURUMIRIM,78.85
May-04,JURUMIRIM,77.78
Jun-04,JURUMIRIM,84.5
Jul-04,JURUMIRIM,84.5
Aug-04,JURUMIRIM,75.79
Sep-04,JURUMIRIM,61.28
Oct-04,JURUMIRIM,55.88
Nov-04,JURUMIRIM,53.39
Dec-04,JURUMIRIM,57.88
Jan-05,JURUMIRIM,77.93
Feb-05,JURUMIRIM,77.53
Mar-05,JURUMIRIM,77.93
Apr-05,JURUMIRIM,72.53
May-05,JURUMIRIM,72.53
Jun-05,JURUMIRIM,70.97
Jul-05,JURUMIRIM,65.56
Aug-05,JURUMIRIM,55.88
