Date,Max_Demand
2/3/06,35750.8
2/4/06,35143.4
2/5/06,32995.8
2/6/06,36362.8
2/7/06,36236.7
2/8/06,36449.5
2/9/06,36690.6
2/10/06,35427.62
2/11/06,33880.2
2/12/06,31874.7
2/13/06,35709.8
2/14/06,36221.5
2/15/06,36004.7
2/16/06,36432.1
2/17/06,35995.5
2/18/06,35838.6
2/19/06,33100.5
2/20/06,38208.1
2/21/06,37911.3
2/22/06,38052.3
2/23/06,38420.2
2/24/06,37746
2/25/06,35536.4
2/26/06,32257.1
2/27/06,34572.5
2/28/06,34607.2
3/1/06,37142.9
3/2/06,38729
3/3/06,38630.2
3/4/06,36295.5
3/5/06,33271.4
3/6/06,37215.6
3/7/06,38019.6
3/8/06,38578.5
3/9/06,38882
3/10/06,38585.2
3/11/06,35943.5
3/12/06,32505.6
3/13/06,37270
3/14/06,37781.3
3/15/06,37530.1
3/16/06,37807.3
3/17/06,37758.5
3/18/06,35997.9
3/19/06,33000.9
3/20/06,37315.6
3/21/06,37735.5
3/22/06,38340.9
3/23/06,37773.9
3/24/06,38325.84
3/25/06,36419.5
3/26/06,32607.4
3/27/06,36970.9
3/28/06,38103.8
3/29/06,37802.7
3/30/06,37430.1
3/31/06,36895.2
4/1/06,36180.6
4/2/06,33117.1
4/3/06,37159.6
4/4/06,37755.3
4/5/06,37849.1
4/6/06,38151.6
4/7/06,38050.1
4/8/06,36920.9
4/9/06,33109.4
4/10/06,38142.7
4/11/06,38760.4
4/12/06,38270.8
4/13/06,37892.3
4/14/06,33262.7
4/15/06,35995.5
4/16/06,32446.7
4/17/06,36885.9
4/18/06,36714.9
4/19/06,37474.1
4/20/06,37284.3
4/21/06,35227.3
4/22/06,35924.1
4/23/06,33734.4
4/24/06,38331.9
4/25/06,39003
4/26/06,39432.8
4/27/06,38135.1
4/28/06,37617.5
4/29/06,36674.1
4/30/06,33328.1
5/1/06,33470.5
5/2/06,37739.8
5/3/06,37541.7
5/4/06,37609.8
5/5/06,37002.2
5/6/06,35707.8
5/7/06,32875.2
5/8/06,36798.2
5/9/06,37865.8
5/10/06,37601.5
5/11/06,37640.4
5/12/06,36673.6
5/13/06,36089.1
5/14/06,32255.4
5/15/06,35588.8
5/16/06,37607.9
5/17/06,38297.4
5/18/06,37875.2
5/19/06,33999.2
5/20/06,35983.5
5/21/06,34070.1
5/22/06,37523.8
5/23/06,37550
5/24/06,37495.1
5/25/06,37720.3
5/26/06,38040.7
5/27/06,36287
5/28/06,33772
5/29/06,37845.5
5/30/06,38414.5
5/31/06,38960.5
6/1/06,37940.2
6/2/06,37387.5
6/3/06,36277.5
6/4/06,33674.2
6/5/06,37269.1
6/6/06,38073.6
6/7/06,38269.7
6/8/06,38104.5
6/9/06,37310.8
6/10/06,37011.7
6/11/06,33841
6/12/06,37129.2
6/13/06,34537.2
6/14/06,37581.8
6/15/06,35669.3
6/16/06,36678.4
6/17/06,36449.5
6/18/06,32708.6
6/19/06,36916.2
6/20/06,37493.4
6/21/06,37835.6
6/22/06,35317.8
6/23/06,37939.1
6/24/06,37933
6/25/06,34811.9
6/26/06,37645.2
6/27/06,36291
6/28/06,36554.5
6/29/06,36784.5
6/30/06,37327.1
7/1/06,34039.9
7/2/06,33642.9
7/3/06,36634.2
7/4/06,38157.7
7/5/06,38216.5
7/6/06,37671.9
7/7/06,37764.4
7/8/06,36815.3
7/9/06,35104.4
7/10/06,37499.8
7/11/06,38353.1
7/12/06,38413.3
7/13/06,38596.45
7/14/06,38728.37
7/15/06,37174.33
7/16/06,34071.37
7/17/06,37437.57
7/18/06,38539.35
7/19/06,38538.28
7/20/06,38286.24
7/21/06,38196.51
7/22/06,37716.22
7/23/06,34543.5
7/24/06,38075.04
7/25/06,38841.94
7/26/06,38905.48
7/27/06,38947.68
7/28/06,39067.14
7/29/06,36010.11
7/30/06,32907.69
7/31/06,36289.68
8/1/06,37587.21
8/2/06,37246.82
8/3/06,37927.18
8/4/06,37643.16
8/5/06,37275.64
8/6/06,34358.88
8/7/06,37864.96
8/8/06,38614.8
8/9/06,38517.5
8/10/06,38671.72
8/11/06,38598.4
8/12/06,37276.52
8/13/06,34555.42
8/14/06,38761.94
8/15/06,38635.79
8/16/06,39339.61
8/17/06,38241.18
8/18/06,37668.45
8/19/06,36816.75
8/20/06,34060.04
8/21/06,37118.99
8/22/06,37387.71
8/23/06,37930.21
8/24/06,38256.7
8/25/06,38470.05
8/26/06,37176.99
8/27/06,34443.79
8/28/06,37604.66
8/29/06,36880.39
8/30/06,37935.66
8/31/06,37945.99
9/1/06,38189.65
9/2/06,36108.82
9/3/06,33731.25
9/4/06,35824.63
9/5/06,36256.25
9/6/06,37056.56
9/7/06,35185.38
9/8/06,36944.67
9/9/06,35624.29
9/10/06,33640.88
9/11/06,37903.32
9/12/06,39057.93
9/13/06,38967.34
9/14/06,38852.02
9/15/06,38952.43
9/16/06,36564.52
9/17/06,33645.71
9/18/06,37368.17
9/19/06,37680.26
9/20/06,37572.3
9/21/06,37732.64
9/22/06,37831.86
9/23/06,36827.38
9/24/06,32345.56
9/25/06,36525.54
9/26/06,37035.95
9/27/06,37910.07
9/28/06,38507.2
9/29/06,37953.27
9/30/06,35618.52
10/1/06,31713.3
10/2/06,36799.36
10/3/06,37687.43
10/4/06,37841.2
10/5/06,38249.2
10/6/06,37762.77
10/7/06,35956.98
10/8/06,33054.74
10/9/06,37392.3
10/10/06,38208.4
10/11/06,38417.75
10/12/06,34942.52
10/13/06,37845.3
10/14/06,35672.68
10/15/06,33411.3
10/16/06,37671.73
10/17/06,37552.26
10/18/06,37261.34
10/19/06,37355.11
10/20/06,37017.91
10/21/06,35486.45
10/22/06,32332.04
10/23/06,36416.91
10/24/06,37324.04
10/25/06,38128.21
10/26/06,39037.43
10/27/06,38206.44
10/28/06,36597.48
10/29/06,32288.73
10/30/06,37649.42
10/31/06,38235.96
11/1/06,37574.4
11/2/06,35320.64
11/3/06,37170.61
11/4/06,35896.36
11/5/06,31810.45
11/6/06,36731.91
11/7/06,36779.82
11/8/06,36300.83
11/9/06,36808.18
11/10/06,35557.18
11/11/06,34886.74
11/12/06,31309.06
11/13/06,36536.43
11/14/06,37173.85
11/15/06,35517.37
11/16/06,38033.21
11/17/06,38761.58
11/18/06,35767.88
11/19/06,31225.47
11/20/06,35503.46
11/21/06,36472.35
11/22/06,36741.25
11/23/06,36515.66
11/24/06,37212.89
11/25/06,36044.95
11/26/06,33178.97
11/27/06,37264.38
11/28/06,37405.77
11/29/06,36994.42
11/30/06,36206.12
12/1/06,35823.54
12/2/06,34980.03
12/3/06,32933.14
12/4/06,36746.5
12/5/06,37267.91
12/6/06,37154.2
12/7/06,36661.71
12/8/06,36092.48
12/9/06,34956.1
12/10/06,31844.12
12/11/06,36661
12/12/06,36326.35
12/13/06,36940.98
12/14/06,37249.61
12/15/06,36693.54
12/16/06,35184.47
12/17/06,32839.89
12/18/06,37106.1
12/19/06,37297.61
12/20/06,36874.38
12/21/06,36282.66
12/22/06,35752.05
12/23/06,34052.78
12/24/06,32458.37
12/25/06,30894.52
12/26/06,34910.9
12/27/06,35118.95
12/28/06,35005.47
12/29/06,33718.54
12/30/06,32730.85
12/31/06,32469.44
1/1/07,29543.36
1/2/07,34154.77
1/3/07,34614.46
1/4/07,35560.36
1/5/07,35353.15
1/6/07,34414.32
1/7/07,32298.97
1/8/07,36219.94
1/9/07,36169.6
1/10/07,36355.43
1/11/07,36856.55
1/12/07,37089.88
1/13/07,34364.35
1/14/07,32022.8
1/15/07,36468.74
1/16/07,36048
1/17/07,36801.56
1/18/07,36767.33
1/19/07,37650
1/20/07,35363.56
1/21/07,32244.3
1/22/07,36381.98
1/23/07,36475.02
1/24/07,37250.92
1/25/07,36624.29
1/26/07,37003.95
1/27/07,35445.87
1/28/07,33225.42
1/29/07,37546.99
1/30/07,36765.71
1/31/07,37158.05
2/1/07,37336.25
2/2/07,36764.34
2/3/07,35470.96
2/4/07,32918.58
2/5/07,37612.77
2/6/07,37790.15
2/7/07,38056.76
2/8/07,37919.21
2/9/07,37988.91
2/10/07,36492.6
2/11/07,33253.74
2/12/07,36424.46
2/13/07,36802.82
2/14/07,36997.12
2/15/07,37125.03
2/16/07,38027.77
2/17/07,35339.79
2/18/07,32463.28
2/19/07,33797.55
2/20/07,34980.34
2/21/07,37197.35
2/22/07,38361.98
2/23/07,37933.18
2/24/07,36695.9
2/25/07,33935.34
2/26/07,38262.14
2/27/07,39045.8
2/28/07,39166.75
3/1/07,39135.38
3/2/07,39285.39
3/3/07,37543.88
3/4/07,34462.76
3/5/07,39013.56
3/6/07,39025.43
3/7/07,39191.88
3/8/07,39588.54
3/9/07,39387.89
3/10/07,37712.8
3/11/07,34763.96
3/12/07,39367.97
3/13/07,39845.8
3/14/07,39403.37
3/15/07,40052.06
3/16/07,39234.5
3/17/07,37450.55
3/18/07,34642.34
3/19/07,38791.7
3/20/07,39270.55
3/21/07,39428.57
3/22/07,39590.77
3/23/07,39755.27
3/24/07,37969.81
3/25/07,34920.07
3/26/07,39574.7
3/27/07,40457.9
3/28/07,40422.8
3/29/07,40189.33
3/30/07,39969.44
3/31/07,38394.43
4/1/07,35685.12
4/2/07,40131.1
4/3/07,39437.57
4/4/07,40068.07
4/5/07,38650.43
4/6/07,33805.69
4/7/07,35718.64
4/8/07,33511.26
4/9/07,38263.64
4/10/07,39500.57
4/11/07,39780.7
4/12/07,40000.61
4/13/07,39497.68
4/14/07,38081.18
4/15/07,35421.43
4/16/07,39543.4
4/17/07,39482.08
4/18/07,39960.27
4/19/07,40064.26
4/20/07,39388.43
4/21/07,36806.11
4/22/07,34830.78
4/23/07,39510.71
4/24/07,40795
4/25/07,40995.9
4/26/07,40324.4
4/27/07,37975.41
4/28/07,36780.62
4/29/07,34167.53
4/30/07,37112.56
5/1/07,35011.09
5/2/07,38513.22
5/3/07,39053.89
5/4/07,38403.67
5/5/07,36700.27
5/6/07,35142.54
5/7/07,38868.5
5/8/07,39533.9
5/9/07,36817.52
5/10/07,37052.12
5/11/07,38678.11
5/12/07,37351.4
5/13/07,33907.83
5/14/07,38992.18
5/15/07,39556.26
5/16/07,39977.6
5/17/07,40538.5
5/18/07,39557.41
5/19/07,37538.85
5/20/07,34744.34
5/21/07,39327.45
5/22/07,39320.4
5/23/07,38833.41
5/24/07,38031.59
5/25/07,37885.41
5/26/07,37019.07
5/27/07,33546.96
5/28/07,38136.37
5/29/07,38363.14
5/30/07,37845.82
5/31/07,38430.52
6/1/07,38429.45
6/2/07,36487.34
6/3/07,34139.03
6/4/07,37467.7
6/5/07,38515.18
6/6/07,38263.06
6/7/07,36626.14
6/8/07,37906.25
6/9/07,36937.76
6/10/07,34071.74
6/11/07,38689
6/12/07,39566.02
6/13/07,39432.29
6/14/07,39644.47
6/15/07,39157.34
6/16/07,37608.22
6/17/07,34812.02
6/18/07,39303.34
6/19/07,39829.47
6/20/07,39708.92
6/21/07,39556.49
6/22/07,39134.45
6/23/07,38289.91
6/24/07,35230.01
6/25/07,38173.47
6/26/07,39559.77
6/27/07,39756.05
6/28/07,39800.33
6/29/07,38427.96
6/30/07,37675.74
7/1/07,34154.47
7/2/07,38124.63
7/3/07,38994.49
7/4/07,39578.34
7/5/07,38979.37
7/6/07,38915.76
7/7/07,37653.08
7/8/07,34575.74
7/9/07,36305.04
7/10/07,39503.24
7/11/07,38574.68
7/12/07,38479.08
7/13/07,38733.04
7/14/07,38054.33
7/15/07,34531.51
7/16/07,37653.27
7/17/07,38255.64
7/18/07,38771.69
7/19/07,39142.69
7/20/07,38495.15
7/21/07,37488.82
7/22/07,34830.79
7/23/07,38475.19
7/24/07,38884.45
7/25/07,39055.74
7/26/07,37743
7/27/07,37549.74
7/28/07,35650.89
7/29/07,32801.55
7/30/07,37781.54
7/31/07,38658.01
8/1/07,38842.09
8/2/07,38932.43
8/3/07,38367.29
8/4/07,37568.38
8/5/07,34777.26
8/6/07,38231
8/7/07,39393.87
8/8/07,39518.09
8/9/07,39292.89
8/10/07,39022.38
8/11/07,37482.7
8/12/07,34254.74
8/13/07,38735.18
8/14/07,39348.93
8/15/07,39471.27
8/16/07,39555.5
8/17/07,39319.46
8/18/07,38015.62
8/19/07,35140.48
8/20/07,38784
8/21/07,38595.34
8/22/07,39215.53
8/23/07,39488.46
8/24/07,39406.35
8/25/07,38615.96
8/26/07,35902.96
8/27/07,39594.52
8/28/07,39013.88
8/29/07,39504.93
8/30/07,39023.26
8/31/07,39229.07
9/1/07,38308.6
9/2/07,35078.86
9/3/07,38964.02
9/4/07,39796
9/5/07,40005.73
9/6/07,39372.73
9/7/07,37482.68
9/8/07,37234.68
9/9/07,34983.41
9/10/07,39120.57
9/11/07,39895.73
9/12/07,40204.95
9/13/07,39817.88
9/14/07,39877.2
9/15/07,39097.33
9/16/07,35549.41
9/17/07,38980.91
9/18/07,39750.91
9/19/07,40446
9/20/07,40430.51
9/21/07,40003
9/22/07,38923
9/23/07,36027.13
9/24/07,38982
9/25/07,38249.26
9/26/07,37559.64
9/27/07,39713.39
9/28/07,39467.02
9/29/07,37983.54
9/30/07,34962.23
10/1/07,38584.44
10/2/07,39526.49
10/3/07,39723.7
10/4/07,39710.1
10/5/07,39538.74
10/6/07,38894.84
10/7/07,35700.84
10/8/07,39341.49
10/9/07,40088.81
10/10/07,40515.3
10/11/07,39558.4
10/12/07,37054.97
10/13/07,37517.96
10/14/07,34330.27
10/15/07,38233.88
10/16/07,39122.1
10/17/07,38698.25
10/18/07,37713.45
10/19/07,37143.73
10/20/07,37518.47
10/21/07,34525.6
10/22/07,37979.62
10/23/07,37365.92
10/24/07,37192.46
10/25/07,37367.81
10/26/07,38063.34
10/27/07,37302.38
10/28/07,34257.48
10/29/07,39039.98
10/30/07,38737.05
10/31/07,38823.11
11/1/07,37614.54
11/2/07,36191.16
11/3/07,36246.47
11/4/07,32841.13
11/5/07,36798.84
11/6/07,37544.29
11/7/07,38149.29
11/8/07,38023.78
11/9/07,38088.3
11/10/07,37004.4
11/11/07,34743.3
11/12/07,37101.18
11/13/07,37171.91
11/14/07,38129.67
11/15/07,35637.42
11/16/07,35857.23
11/17/07,35627.26
11/18/07,34108.82
11/19/07,37100.6
11/20/07,36361.15
11/21/07,37962.65
11/22/07,37169.69
11/23/07,37654.51
11/24/07,37676.43
11/25/07,33961.68
11/26/07,37788.57
11/27/07,37610.86
11/28/07,37994.01
11/29/07,37805.25
11/30/07,37433.62
12/1/07,36938.4
12/2/07,34354.09
12/3/07,38320.37
12/4/07,38956.43
12/5/07,39302.06
12/6/07,39437.29
12/7/07,37414.04
12/8/07,37192.22
12/9/07,35000.14
12/10/07,39341.56
12/11/07,39626.06
12/12/07,38158.29
12/13/07,38169.89
12/14/07,37242.26
12/15/07,36850.02
12/16/07,34484.34
12/17/07,38053.4
12/18/07,38687.95
12/19/07,38020.36
12/20/07,37352.79
12/21/07,36725.11
12/22/07,36093.64
12/23/07,32872.7
12/24/07,34405.72
12/25/07,31978.45
12/26/07,37190.3
12/27/07,37575.81
12/28/07,37356.62
12/29/07,36437.77
12/30/07,33978.74
12/31/07,34910.74
1/1/08,32372.42
1/2/08,37084.92
1/3/08,37751.84
1/4/08,38082.57
1/5/08,36673.93
1/6/08,33590.24
1/7/08,37319.02
1/8/08,37197.5
1/9/08,37564.64
1/10/08,37430.82
1/11/08,38013.21
1/12/08,36763.86
1/13/08,33492.08
1/14/08,37471.98
1/15/08,37028
1/16/08,37682.77
1/17/08,37992.82
1/18/08,37547.88
1/19/08,36578.3
1/20/08,33315.35
1/21/08,36213.07
1/22/08,36599.59
1/23/08,36284.15
1/24/08,37254.64
1/25/08,35930.94
1/26/08,35571.28
1/27/08,31954.35
1/28/08,36453.61
1/29/08,36638.19
1/30/08,36630.96
1/31/08,37383.21
2/1/08,36833.2
2/2/08,35845.79
2/3/08,32224.31
2/4/08,32938.23
2/5/08,34547.61
2/6/08,35377.37
2/7/08,37183.82
2/8/08,36955.74
2/9/08,36673.39
2/10/08,33577.15
2/11/08,37991.33
2/12/08,38475.04
2/13/08,38787.28
2/14/08,38755.95
2/15/08,38610.22
2/16/08,38121.23
2/17/08,35167.59
2/18/08,37462.11
2/19/08,38444.98
2/20/08,38935.94
2/21/08,38632.35
2/22/08,38791.28
2/23/08,38311.13
2/24/08,34866.8
2/25/08,37716.64
2/26/08,38409
2/27/08,38811
2/28/08,38345.63
2/29/08,38405.31
3/1/08,37650.09
3/2/08,35686.72
3/3/08,38917.04
3/4/08,39595.61
3/5/08,40154.38
3/6/08,39992.72
3/7/08,39468.68
3/8/08,38708.89
3/9/08,34943.02
3/10/08,39275.23
3/11/08,39483.7
3/12/08,39450.56
3/13/08,39316.82
3/14/08,37918.27
3/15/08,37345.68
3/16/08,34682.62
3/17/08,37682.97
3/18/08,39356.32
3/19/08,39139
3/20/08,38769.86
3/21/08,35896.77
3/22/08,36939.82
3/23/08,34865.02
3/24/08,39008.12
3/25/08,39112.56
3/26/08,39454.16
3/27/08,39150.86
3/28/08,39782.82
3/29/08,38890.14
3/30/08,34612.72
3/31/08,38754.8
4/1/08,39406.7
4/2/08,40039.4
4/3/08,39632
4/4/08,39061.8
4/5/08,37741.97
4/6/08,35232.66
4/7/08,39403.6
4/8/08,39979.01
4/9/08,40372.1
4/10/08,40547.52
4/11/08,40763.43
4/12/08,39102.55
4/13/08,37120.66
4/14/08,39779.75
4/15/08,39386.99
4/16/08,40344.22
4/17/08,40485.98
4/18/08,39993.16
4/19/08,38502.16
4/20/08,35397.1
4/21/08,36921.52
4/22/08,39443.9
4/23/08,39787.59
4/24/08,40080.24
4/25/08,40361.91
4/26/08,39181.13
4/27/08,37378.66
4/28/08,40351.18
4/29/08,40377.8
4/30/08,38708.86
5/1/08,35659.13
5/2/08,37753.99
5/3/08,37522.79
5/4/08,35553.69
5/5/08,38327.36
5/6/08,39026.48
5/7/08,39071.98
5/8/08,39276.04
5/9/08,38817.98
5/10/08,38108.96
5/11/08,34312.32
5/12/08,38647.18
5/13/08,39378.32
5/14/08,39925.59
5/15/08,39923.75
5/16/08,39936.12
5/17/08,38704.83
5/18/08,36692.89
5/19/08,40214.83
5/20/08,40208.5
5/21/08,40051.17
5/22/08,38587.9
5/23/08,39313.74
5/24/08,39185.24
5/25/08,36911.53
5/26/08,40056.8
5/27/08,40637.27
5/28/08,40923.64
5/29/08,40794.18
5/30/08,39578.01
5/31/08,38174.32
6/1/08,34945.5
6/2/08,38605.69
6/3/08,39578.5
6/4/08,39755.14
6/5/08,40102.34
6/6/08,39954.36
6/7/08,39542.86
6/8/08,36883.95
6/9/08,39953.98
6/10/08,40638.08
6/11/08,40584.52
6/12/08,40719.47
6/13/08,39942.3
6/14/08,39915.1
6/15/08,36582.54
6/16/08,38672.31
6/17/08,39896.28
6/18/08,40543.95
6/19/08,40200.84
6/20/08,40288.59
6/21/08,40053.25
6/22/08,35641.89
6/23/08,38883.77
6/24/08,39521.43
6/25/08,39905.24
6/26/08,40087.6
6/27/08,39565.58
6/28/08,39797.22
6/29/08,36660.92
6/30/08,39860.1
7/1/08,40083.73
7/2/08,40320.84
7/3/08,40047.18
7/4/08,40114.98
7/5/08,38956.28
7/6/08,36071.02
7/7/08,39473.37
7/8/08,39961.24
7/9/08,38921.5
7/10/08,39989.09
7/11/08,39791.46
7/12/08,39428.85
7/13/08,36253.62
7/14/08,39852.32
7/15/08,40668.54
7/16/08,40578.75
7/17/08,40579.52
7/18/08,40628.68
7/19/08,39792.68
7/20/08,36687.88
7/21/08,40464.33
7/22/08,41136.99
7/23/08,41119.1
7/24/08,40529.38
7/25/08,40598.83
7/26/08,39612.14
7/27/08,36645.9
7/28/08,40236.08
7/29/08,40861.24
7/30/08,41107.89
7/31/08,41027.62
8/1/08,40507.17
8/2/08,40377.8
8/3/08,36215.97
8/4/08,39208.27
8/5/08,39731.69
8/6/08,40442.67
8/7/08,40114.67
8/8/08,39588.27
8/9/08,39346.01
8/10/08,35443.42
8/11/08,40148.03
8/12/08,41310.42
8/13/08,41109.79
8/14/08,40676.88
8/15/08,40149.99
8/16/08,40445.94
8/17/08,37030.42
8/18/08,40807.36
8/19/08,41173.7
8/20/08,40673.8
8/21/08,41148.76
8/22/08,40645.84
8/23/08,39848.88
8/24/08,37240.3
8/25/08,40086.87
8/26/08,40574.16
8/27/08,40684.77
8/28/08,40791.11
8/29/08,40221.5
8/30/08,37775.91
8/31/08,35805.44
9/1/08,39675.16
9/2/08,40237.2
9/3/08,40704.15
9/4/08,41005.34
9/5/08,40171.01
9/6/08,39835.36
9/7/08,36687.45
9/8/08,39527.74
9/9/08,40228.79
9/10/08,41384.54
9/11/08,41635.22
9/12/08,40824.12
9/13/08,39610.88
9/14/08,35826.25
9/15/08,39026.25
9/16/08,39195.36
9/17/08,39228.54
9/18/08,39360.33
9/19/08,38978.06
9/20/08,38252.34
9/21/08,35415.76
9/22/08,38628.24
9/23/08,39549.37
9/24/08,39693.15
9/25/08,39982.61
9/26/08,38529.77
9/27/08,38448.33
9/28/08,35333.28
9/29/08,39482.3
9/30/08,39649.82
10/1/08,40319.64
10/2/08,39972.32
10/3/08,40618.95
10/4/08,39131.25
10/5/08,34374.83
10/6/08,38421.48
10/7/08,39321.98
10/8/08,39046.2
10/9/08,38879.69
10/10/08,39124.48
10/11/08,38661.16
10/12/08,35513.59
10/13/08,40240.97
10/14/08,41101.09
10/15/08,41165.16
10/16/08,40645.1
10/17/08,39475.79
10/18/08,38778.6
10/19/08,34172.35
10/20/08,37409.5
10/21/08,37922.59
10/22/08,38435.23
10/23/08,38946.76
10/24/08,38752.05
10/25/08,38464.96
10/26/08,36019.17
10/27/08,38928.06
10/28/08,38306.32
10/29/08,38447.82
10/30/08,38548.96
10/31/08,37230.3
11/1/08,37147.16
11/2/08,34306.57
11/3/08,37959.8
11/4/08,37658
11/5/08,38103.12
11/6/08,37090.54
11/7/08,36935.4
11/8/08,36901.18
11/9/08,33803.5
11/10/08,37047.45
11/11/08,36824.07
11/12/08,37311.08
11/13/08,36931.22
11/14/08,36381.68
11/15/08,35563.47
11/16/08,33519.96
11/17/08,35907.57
11/18/08,36313.16
11/19/08,35763.05
11/20/08,35059.33
11/21/08,35401.05
11/22/08,34796.51
11/23/08,32736.09
11/24/08,36059.52
11/25/08,36216.77
11/26/08,36540.48
11/27/08,36205.85
11/28/08,35860.17
11/29/08,34989.43
11/30/08,32483.89
12/1/08,37051.76
12/2/08,36832.21
12/3/08,35706.53
12/4/08,35978.93
12/5/08,35743.84
12/6/08,35677.93
12/7/08,32803.45
12/8/08,36428.57
12/9/08,37503.77
12/10/08,36977.46
12/11/08,36771.32
12/12/08,35453.45
12/13/08,35005.39
12/14/08,31671.51
12/15/08,35333.71
12/16/08,34860.76
12/17/08,35048.61
12/18/08,34717.15
12/19/08,34268.58
12/20/08,33662.36
12/21/08,31864.47
12/22/08,34313.09
12/23/08,34210.46
12/24/08,33395.59
12/25/08,29509.42
12/26/08,32223.04
12/27/08,32655.67
12/28/08,31248.27
12/29/08,34054.03
12/30/08,33348.68
12/31/08,32418.43
1/1/09,30196.88
1/2/09,32240.43
1/3/09,32812.64
1/4/09,30295.21
1/5/09,33904.05
1/6/09,34894.34
1/7/09,35314.52
1/8/09,35963.91
1/9/09,35686.07
1/10/09,35190.64
1/11/09,32696.88
1/12/09,37304.21
1/13/09,37265.27
1/14/09,36330.25
1/15/09,37018.09
1/16/09,36175.51
1/17/09,35250.92
1/18/09,32630.18
1/19/09,35963.74
1/20/09,35503.8
1/21/09,35170.12
1/22/09,35203.92
1/23/09,34789.63
1/24/09,34628.79
1/25/09,31888.31
1/26/09,35696.39
1/27/09,35864.98
1/28/09,35816.45
1/29/09,36565.91
1/30/09,35879.43
1/31/09,35262.85
2/1/09,33116.19
2/2/09,36385.78
2/3/09,36889.29
2/4/09,37138.41
2/5/09,36994.5
2/6/09,36569.07
2/7/09,36270.76
2/8/09,33148.66
2/9/09,36947.05
2/10/09,36848.49
2/11/09,37208.63
2/12/09,36363.1
2/13/09,35085.53
2/14/09,35171.86
2/15/09,33763.84
2/16/09,37924.98
2/17/09,38458.75
2/18/09,38727.3
2/19/09,38334.16
2/20/09,38583.07
2/21/09,36510.23
2/22/09,33646.83
2/23/09,34738.2
2/24/09,34492.41
2/25/09,36659.33
2/26/09,38109.95
2/27/09,38630.75
2/28/09,37838.88
3/1/09,34583.18
3/2/09,38906.3
3/3/09,39581.41
3/4/09,40163.1
3/5/09,39850.8
3/6/09,39322.66
3/7/09,37391.2
3/8/09,34964.22
3/9/09,38849.06
3/10/09,38721.3
3/11/09,39279.16
3/12/09,40010.97
3/13/09,38759.58
3/14/09,38179.56
3/15/09,34098.1
3/16/09,38207.13
3/17/09,38577.41
3/18/09,38695.36
3/19/09,38647.11
3/20/09,38277.16
3/21/09,37070.11
3/22/09,34034.65
3/23/09,38074.7
3/24/09,38511.48
3/25/09,38224.11
3/26/09,38901.61
3/27/09,38668.18
3/28/09,37843.01
3/29/09,35373.42
3/30/09,38587.41
3/31/09,38689
4/1/09,38469
4/2/09,38208.12
4/3/09,38393.1
4/4/09,37733.31
4/5/09,35197.94
4/6/09,38956
4/7/09,38820.14
4/8/09,38979.24
4/9/09,38226.54
4/10/09,34069.82
4/11/09,35878.96
4/12/09,33520.93
4/13/09,38490.79
4/14/09,39129.78
4/15/09,38469.89
4/16/09,38386.95
4/17/09,38396.27
4/18/09,37444.41
4/19/09,34213.32
4/20/09,37106.04
4/21/09,35426.34
4/22/09,38434.53
4/23/09,38191.29
4/24/09,38643.3
4/25/09,37652.05
4/26/09,34452.2
4/27/09,38076.64
4/28/09,38947.72
4/29/09,39199.09
4/30/09,38391.09
5/1/09,35346.03
5/2/09,35579.97
5/3/09,34584.33
5/4/09,37512.85
5/5/09,38554.89
5/6/09,38978.79
5/7/09,38538.18
5/8/09,38244.68
5/9/09,38138.76
5/10/09,33982.76
5/11/09,38887.82
5/12/09,38941.97
5/13/09,39691.55
5/14/09,39450.7
5/15/09,38597.04
5/16/09,37095.92
5/17/09,34358
5/18/09,38063.54
5/19/09,38779.92
5/20/09,38535.99
5/21/09,38132.73
5/22/09,38219.89
5/23/09,37926.35
5/24/09,35273.49
5/25/09,39058.93
5/26/09,39102.8
5/27/09,39709.42
5/28/09,39279.3
5/29/09,37942.22
5/30/09,37474.98
5/31/09,35094.39
6/1/09,36915.41
6/2/09,37346.28
6/3/09,37441.22
6/4/09,37863.46
6/5/09,37999.72
6/6/09,38090.16
6/7/09,34408.34
6/8/09,37773.07
6/9/09,38365.17
6/10/09,37987.32
6/11/09,36787.67
6/12/09,36816.58
6/13/09,36053.94
6/14/09,34009.86
6/15/09,37471.69
6/16/09,37813.56
6/17/09,38062.84
6/18/09,38146.9
6/19/09,38144.14
6/20/09,37971.82
6/21/09,34823.59
6/22/09,38281.07
6/23/09,38745.14
6/24/09,38606.31
6/25/09,38543.7
6/26/09,38134.91
6/27/09,37402.56
6/28/09,35156.31
6/29/09,37919.88
6/30/09,38498.83
7/1/09,38977.21
7/2/09,38269.39
7/3/09,38373.04
7/4/09,38459.72
7/5/09,35017.05
7/6/09,38287.29
7/7/09,38429.08
7/8/09,38893.17
7/9/09,37183.56
7/10/09,37960.91
7/11/09,37041.88
7/12/09,34858.43
7/13/09,38275.76
7/14/09,38499.62
7/15/09,38226.18
7/16/09,38969.29
7/17/09,38820.77
7/18/09,38103.64
7/19/09,34240.01
7/20/09,37592.5
7/21/09,38915.62
7/22/09,39674.04
7/23/09,38971.9
7/24/09,37655.49
7/25/09,37184.41
7/26/09,35194.57
7/27/09,38534.41
7/28/09,38710.37
7/29/09,39062.97
7/30/09,38564.81
7/31/09,37987.2
8/1/09,38323.34
8/2/09,35938.45
8/3/09,38895.68
